idx,query,property_name,property_type,value,min,max,unit,shape
6775,pbt with flame rating at a thickness of 0.090 to 0.110 mm with barnacle resistance,flame rating,ul_sub_property,,,,,categorical / no number
6775,pbt with flame rating at a thickness of 0.090 to 0.110 mm with barnacle resistance,minimum thickness (mm),ul_property,0.09,0.09,0.11,mm,banded (value +/- band)
6776,"gur grade with through plane thermal diffusivity (medium), and arc resistivity=plc-7",arc resistance,ul_property,plc 7,,,,exact value only
6776,"gur grade with through plane thermal diffusivity (medium), and arc resistivity=plc-7",effective thermal diffusivity iso 22007-4 through plane (m²/s),property,medium,,,,exact value only
6777,"excellent charpy notched impact strength and dk 1mhz, charpy unnotched impact of min 196 kj/m², anti-hydrolysis, lcf <53",charpy impact strength,property,196.0,196.0,,kj/m²,open lower (>= min)
6777,"excellent charpy notched impact strength and dk 1mhz, charpy unnotched impact of min 196 kj/m², anti-hydrolysis, lcf <53",charpy notched impact strength,property,excellent,,,,exact value only
6777,"excellent charpy notched impact strength and dk 1mhz, charpy unnotched impact of min 196 kj/m², anti-hydrolysis, lcf <53",relative permittivity iec 62631-2-1 1mhz,property,excellent,,,,exact value only
6794,pp gf30 v0,flame rating,ul_sub_property,v-0,,,,exact value only
6794,pp gf30 v0,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
6803,"total content less than 95 gr whisker min thickness 3, plc 4 high amp arc ignition",high-current arc ignition (hai),ul_sub_property,plc 4,,,,exact value only
6803,"total content less than 95 gr whisker min thickness 3, plc 4 high amp arc ignition",minimum thickness (mm),ul_property,3.0,,,mm,exact value only
6812,grades that have bend strength lesser than or equal to 827 mpa,flexural modulus,property,827.0,,827.0,mpa,open upper (<= max)
6815,pps material with a charpy > 50 kj/m2,charpy,property,50.0,50.0,,kj/m2,open lower (>= min)
6818,inc-plane track: 1.07 with 30% range,inclined-plane tracking,ul_property,1.07,0.75,1.39,,banded (value +/- band)
6822,"flame rating of v1, 1mm",flame rating,ul_sub_property,v-1,,,,exact value only
6822,"flame rating of v1, 1mm",minimum thickness (mm),ul_property,1.0,,,mm,exact value only
6838,polyamide 1010 with lowest - flex,flexural modulus,property,lowest,,,,exact value only
6850,nylon 6t/xt with 23tg 36574flex,glass transition temperature iso 11357-1/-3 10°c/min (°c),property,23.0,20.7,25.3,,banded (value +/- band)
6850,nylon 6t/xt with 23tg 36574flex,flexural modulus,property,36574.0,32916.6,40231.4,,banded (value +/- band)
6853,a nylon grade which the melt temperature is above 300 degree,melting temperature iso 11357-1/-3 10°c/min (°c),property,300.0,300.0,,degree,open lower (>= min)
6854,tensile modulus 3000 megapascal,tensile modulus,property,3000.0,2700.0,3300.0,megapascal,banded (value +/- band)
6857,hdt = 237,temperature of deflection under load,property,237.0,213.3,260.7,,banded (value +/- band)
6883,rti-s in the range of 125 - 185,relative thermal index - mechanical strength (rti str) (°c),ul_sub_property,125.0,125.0,185.0,,banded (value +/- band)
6883,rti-s in the range of 125 - 185,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
6886,pa with high strength,tensile stress,property,high,,,,exact value only
6891,high voltage arc resistant ignition of plc 5,arc resistance,ul_property,plc 5,,,,exact value only
6917,shrinkage rate for santoprene 101-73,molding shrinkage,property,,,,,categorical / no number
6934,grades that have tangent delta (59) from 33-71,dissipation factor,property,59.0,33.0,71.0,,banded (value +/- band)
6935,pa66-6t with strong shore d and comp mod,shore d hardness iso 48-4 / iso 868 15s,property,strong,,,,exact value only
6935,pa66-6t with strong shore d and comp mod,compressive modulus iso 604 (mpa),property,strong,,,,exact value only
6938,gwit 1.6mm of 780°c combined fill <49,glow wire ignition temperature,ul_sub_property,780.0,702.0,858.0,°c,banded (value +/- band)
6938,gwit 1.6mm of 780°c combined fill <49,minimum thickness (mm),ul_property,1.6,,,mm,exact value only
6956,"tensile modulus > 10000, charpy impact >50",tensile modulus,property,10000.0,10000.0,,,open lower (>= min)
6956,"tensile modulus > 10000, charpy impact >50",charpy impact strength,property,50.0,50.0,,,open lower (>= min)
6980,looking for a pa 10-10 un-filled with relative permittivity 60hz (2.54) in the range of 10%,relative permittivity iec 62631-2-1 60hz,property,2.54,2.29,2.79,,banded (value +/- band)
7008,243 vicat softening point at 50°c/h 10n grade,vicat softening temperature iso 306 50°c/h 10n (°c),property,243.0,218.7,267.3,,banded (value +/- band)
7010,rohs crastin,rohs 2011/65/eu material,ul_property,,,,,categorical / no number
7011,ff dtul (77°c),temperature of deflection under load,property,77.0,69.3,84.7,°c,banded (value +/- band)
7012,grades that have dielectric factor 100hz =9.97 around 20% range,relative permittivity iec 62631-2-1 100hz,property,9.97,7.98,11.96,,banded (value +/- band)
7023,pom and tensile modulus 3700 and mold shrinkage 1.4.%,tensile modulus,property,3700.0,3330.0,4070.0,,banded (value +/- band)
7023,pom and tensile modulus 3700 and mold shrinkage 1.4.%,molding shrinkage,property,1.4,1.2599999999999998,1.54,%,banded (value +/- band)
7030,deflection temperature of celapex mt1000,temperature of deflection under load,property,,,,,categorical / no number
7031,100hz df of 8.27e+07 e-4 nylon 6t/6i,dissipation factor iec 62631-2-1 100hz (e-4),property,8.27e+07,7.44e+07,9.10e+07,e-4,banded (value +/- band)
7032,voltagearctrackingrate of plc-4,high voltage arc tracking rate (hvtr),ul_property,plc 4,,,,exact value only
7037,"mi: 187.7g/10min, mw =7628377g/mol",melt mass-flow rate iso 1133 (g/10min),property,187.7,168.93,206.47,g/10min,banded (value +/- band)
7037,"mi: 187.7g/10min, mw =7628377g/mol",average molecular weight margolies' equation (g/mol),property,7628377.0,6865539.3,8391214.7,g/mol,banded (value +/- band)
7043,high amp at 3.5mm of plc4,high-current arc ignition (hai),ul_sub_property,plc 4,,,,exact value only
7043,high amp at 3.5mm of plc4,minimum thickness (mm),ul_property,3.5,,,mm,exact value only
7044,lcp v0 0.2,flame rating,ul_sub_property,v-0,,,,exact value only
7044,lcp v0 0.2,minimum thickness (mm),ul_property,0.2,,,mm,exact value only
7049,shore 60a material,shore a hardness iso 48-4 / iso 868 15s,property,60.0,54.0,66.0,,banded (value +/- band)
7061,nb - izod,izod,property,nb,,,,exact value only
7074,v0 @0.15mm,flame rating,ul_sub_property,v-0,,,,exact value only
7074,v0 @0.15mm,minimum thickness (mm),ul_property,0.15,,,mm,exact value only
7077,pa 66-6 for computer keyboard tab with tapetensilemodulus=40.07 gpa,tensile modulus astm d 3039 m tape 0° (mpa),property,40.07,36.06,44.08,gpa,banded (value +/- band)
7080,"looking for a material with the following ctq low specific gravity, thermally conductive and unfilled",density iso 1183 (kg/m³),property,low,,,,exact value only
7081,high - temp. of deflection under load 1.80 mpa relative permittivity 1mhz in the range of 7.57 to 10.6 good electrostatic dissipative gr 19 / aramid fiber 23,relative permittivity iec 62631-2-1 1mhz,property,7.57,7.57,10.6,,banded (value +/- band)
7081,high - temp. of deflection under load 1.80 mpa relative permittivity 1mhz in the range of 7.57 to 10.6 good electrostatic dissipative gr 19 / aramid fiber 23,temperature of deflection under load iso 75-1/-2 1.8 mpa (°c),property,high,,,,exact value only
7084,strain break 5 mm/min of frianyl b3 v2 bk 9005/l?,tensile strain at break iso 527-1/-2 5mm/min (%),property,,,,,categorical / no number
7085,"moderate flex mod tape and volres, long stainless steel / long carbon fiber",flexural modulus astm d 790 tape 0° (mpa),property,moderate,,,,exact value only
7085,"moderate flex mod tape and volres, long stainless steel / long carbon fiber",volume resistivity iec 62631-3-1 (ohm.m),property,moderate,,,,exact value only
7092,(nb) impact,impact strength,property,nb,,,,exact value only
7097,tear strength iso 34-1 normal (kn/m) (weak),tear strength iso 34-1 normal (kn/m),property,weak,,,,exact value only
7134,load 35 671 °c gwit @ 0.5mm,glow wire ignition temperature,ul_sub_property,671.0,603.9,738.1,°c,banded (value +/- band)
7134,load 35 671 °c gwit @ 0.5mm,minimum thickness (mm),ul_property,0.5,,,mm,exact value only
7140,materials that have flameclassification at 2.2mm v-2,flammability classification,ul_sub_property,v-2,,,,exact value only
7140,materials that have flameclassification at 2.2mm v-2,minimum thickness (mm),ul_property,2.2,,,mm,exact value only
7150,grade which has minimum tensile modulus of 21500 mpa,tensile modulus,property,21500.0,21500.0,,mpa,open lower (>= min)
7166,find a material that is mw =5679005g/mol,average molecular weight margolies' equation (g/mol),property,5679005.0,5111104.5,6246905.5,g/mol,banded (value +/- band)
7169,"24% continuous carbon fiber, 19% longcarbonfiber high-current arc ignition (hai): plc 1 (60 - 119)",high-current arc ignition (hai),ul_sub_property,plc 1 (60 - 119),,,,exact value only
7169,"24% continuous carbon fiber, 19% longcarbonfiber high-current arc ignition (hai): plc 1 (60 - 119)",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7174,cti 300v,comparative tracking index (cti),ul_property,300.0,270.0,230.0,v,banded (value +/- band)
7176,pa with f1 listing,outdoor suitability,ul_property,f1,,,,exact value only
7178,mi of 250,melt mass-flow rate iso 1133 (g/10min),property,250.0,225.0,275.0,,banded (value +/- band)
7183,find a material that is break strain 50mm min =lowest,tensile strain at break iso 527-1/-2 50mm/min (%),property,lowest,,,,exact value only
7187,grade for cap for distributor with ti str: 761.0j/m2,tensile impact strength,ul_property,761.0,684.9,837.1,j/m2,banded (value +/- band)
7190,ol hvar - plc-5,arc resistance,ul_property,plc 5,,,,exact value only
7196,"mfi-89.12, mvr=200.65",melt mass-flow rate iso 1133 (g/10min),property,89.12,80.21,98.03,,banded (value +/- band)
7196,"mfi-89.12, mvr=200.65",melt volume-flow rate iso 1133 (cm³/10min),property,200.65,180.59,220.72,,banded (value +/- band)
7199,"get polytetrafluoroethylene material with the condition, izod notched impact strength = standard",izod notched impact strength,property,standard,,,,exact value only
7201,pp with a glow wire ignition temperature  higher than 600,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7201,pp with a glow wire ignition temperature  higher than 600,glow wire ignition temperature,ul_sub_property,600.0,600.0,,,open lower (>= min)
7209,pp with a glow wire ignition higher than 600 °c,glow wire ignition temperature,ul_sub_property,600.0,600.0,,°c,open lower (>= min)
7209,pp with a glow wire ignition higher than 600 °c,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7211,products with loss angle at 1mhz of maximum 472 e-4,dissipation factor iec 62631-2-1 1mhz (e-4),property,472.0,,472.0,e-4,open upper (<= max)
7213,what is the tape tensile modulus value of eco arx h gf35 bk 9005?,tensile modulus astm d 3039 m tape 0° (mpa),property,,,,,categorical / no number
7215,bf shore a greater than 1628,shore a hardness iso 48-4 / iso 868 15s,property,1628.0,1628.0,,,open lower (>= min)
7223,high amperage arc ignition category plc-0 nanotube,high-current arc ignition (hai),ul_sub_property,plc 0,,,,exact value only
7223,high amperage arc ignition category plc-0 nanotube,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7228,pps grade with highest tensile modulus,tensile modulus,property,highest,,,,exact value only
7238,celcon with melt > 90,melt,property,90.0,90.0,,,open lower (>= min)
7239,glow wire flammability index @ 2.2 of 694,glow wire flammability index,ul_sub_property,694.0,624.6,763.4,,banded (value +/- band)
7239,glow wire flammability index @ 2.2 of 694,minimum thickness (mm),ul_property,2.2,,,mm,exact value only
7247,tensile imp str between 509 to 907 maximum of dimensional change 1644 %,tensile impact strength,ul_property,509.0,509.0,907.0,,banded (value +/- band)
7247,tensile imp str between 509 to 907 maximum of dimensional change 1644 %,dimensional change,ul_property,1644.0,,1644.0,%,open upper (<= max)
7255,polyamide 6-6 coating grade that is 5 vb flame classification,flammability classification,ul_sub_property,5vb,,,,exact value only
7255,polyamide 6-6 coating grade that is 5 vb flame classification,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7259,"product with low co2 footprint, e-modulus of 3000 and impact resistant",tensile modulus,property,3000.0,2700.0,3300.0,,banded (value +/- band)
7260,gwi temperature of 914°f of -/+15% range,glow wire ignition temperature,ul_sub_property,914.0,776.9,1051.1,°f,banded (value +/- band)
7260,gwi temperature of 914°f of -/+15% range,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7267,relative thermal index - electrical lesser than or equal to 137 °c,relative thermal index - electrical (rti elec) (°c),ul_sub_property,137.0,,137.0,°c,open upper (<= max)
7267,relative thermal index - electrical lesser than or equal to 137 °c,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7294,lcp with strain at break >4%,strain at break,property,4.0,4.0,,%,open lower (>= min)
7301,find a acetal copolymer with tensile modulus of 2750 an maximum density of 1410 injection moldable,tensile modulus,property,2750.0,2475.0,3025.0,,banded (value +/- band)
7301,find a acetal copolymer with tensile modulus of 2750 an maximum density of 1410 injection moldable,density iso 1183 (kg/m³),property,1410.0,1269.0,1551.0,,banded (value +/- band)
7302,need a pa6 with the hot-wire ignition ( hwi ) at a thickness of 0.025 to 0.028 mm and no filler for a dosing pump for chemicals,hot wire ignition (hwi),ul_sub_property,,,,,categorical / no number
7302,need a pa6 with the hot-wire ignition ( hwi ) at a thickness of 0.025 to 0.028 mm and no filler for a dosing pump for chemicals,minimum thickness (mm),ul_property,0.025,0.025,0.028,mm,banded (value +/- band)
7306,hf grade with density < 1300 kg/m^3,density iso 1183 (kg/m³),property,1300.0,,1300.0,kg/m^3,open upper (<= max)
7329,grade for actuator for aerosol valve with high voltage arc plc-0,arc resistance,ul_property,plc 0,,,,exact value only
7331,glow wire temp @ 5 of 625 sf with total content 64,glow wire ignition temperature,ul_sub_property,625.0,562.5,687.5,,banded (value +/- band)
7331,glow wire temp @ 5 of 625 sf with total content 64,minimum thickness (mm),ul_property,5.0,,,mm,exact value only
7332,materials that have rohs & eu = +863-compliant,rohs 2011/65/eu material,ul_property,+863 compliant,,,,exact value only
7352,grades that have 2011/65/eu mat = +863 compliant,rohs 2011/65/eu material,ul_property,+863 compliant,,,,exact value only
7363,i am looking for a gf filled zenite with a flexural strength - 158 and special appearance,flexural strength,property,158.0,142.2,173.8,,banded (value +/- band)
7365,materials that have maximum of relative thermal index mechanical impact 206 °c,relative thermal index - mechanical impact (rti imp) (°c),ul_sub_property,206.0,,206.0,°c,open upper (<= max)
7365,materials that have maximum of relative thermal index mechanical impact 206 °c,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7374,need a pa66 with the hot-wire ignition ( hwi ) at a thickness of 0.125 to 0.249 mm for a electric cover for automotive & transportation,hot wire ignition (hwi),ul_sub_property,,,,,categorical / no number
7374,need a pa66 with the hot-wire ignition ( hwi ) at a thickness of 0.125 to 0.249 mm for a electric cover for automotive & transportation,minimum thickness (mm),ul_property,0.125,0.125,0.249,mm,banded (value +/- band)
7379,"tape flex stress of max 1886 mpa pa 6t,xt to buy in british columbia",flexural strength astm d 790 tape 0° (mpa),property,1886.0,,1886.0,mpa,open upper (<= max)
7380,"searching for an acetal, melt volume rate 8,4, unfilled, approved by gmw16924p-pom-c2 auto spec, offset of delrin 527uv nc010.",melt volume-flow rate iso 1133 (cm³/10min),property,8.4,7.56,9.24,,banded (value +/- band)
7384,pom tensile modulus 3500 mpa,tensile modulus,property,3500.0,3150.0,3850.0,mpa,banded (value +/- band)
7391,v0 at 0.1mm,flame rating,ul_sub_property,v-0,,,,exact value only
7391,v0 at 0.1mm,minimum thickness (mm),ul_property,0.1,,,mm,exact value only
7396,products with highest failure flex strain and ball indention hardness,flexural strain at failure,property,highest,,,,exact value only
7396,products with highest failure flex strain and ball indention hardness,ball indentation hardness iso 2039-1 h 358/30 (mpa),property,highest,,,,exact value only
7417,"v0, thermal conductive, thermal conductive, v0 flammability",flame rating,ul_sub_property,v-0,,,,exact value only
7417,"v0, thermal conductive, thermal conductive, v0 flammability",flammability,ul_sub_property,v-0,,,,exact value only
7417,"v0, thermal conductive, thermal conductive, v0 flammability",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7419,mold shrinkage machine direction: 1.69% between 1.15 to 2.44 ccu,"molding shrinkage iso 294-4, 2577 parallel (%)",property,1.69,1.15,2.44,%,banded (value +/- band)
7420,high-current arc ignition of plc 2,high-current arc ignition (hai),ul_sub_property,plc 2,,,,exact value only
7420,high-current arc ignition of plc 2,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7421,"strain at break 50mm min =low, double notched charpy impact strength of 92kj/m² in the vicinity of 10%",charpy double notched impact strength iso 21304-2 23°c (kj/m²),property,92.0,82.8,101.2,kj/m²,banded (value +/- band)
7421,"strain at break 50mm min =low, double notched charpy impact strength of 92kj/m² in the vicinity of 10%",tensile strain at break iso 527-1/-2 50mm/min (%),property,low,,,,exact value only
7424,rti strength (56 °c) with 25% range,relative thermal index - mechanical strength (rti str) (°c),ul_sub_property,56.0,42.0,70.0,°c,banded (value +/- band)
7424,rti strength (56 °c) with 25% range,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7434,find a material that is strain at yield in the range of 27 to 36,tensile strain at yield iso 527-1/-2 50mm/min (%),property,27.0,27.0,36.0,,banded (value +/- band)
7436,looking for a pa66-6t total fill at least 69 with low tensile stress at yield iso 527-1/-2 50mm/min (mpa) and perpendicular stress at break,tensile stress at yield iso 527-1/-2 50mm/min (mpa),property,low,,,,exact value only
7436,looking for a pa66-6t total fill at least 69 with low tensile stress at yield iso 527-1/-2 50mm/min (mpa) and perpendicular stress at break,tensile stress at break iso 527-1/-2 or iso 37 perpendicular (mpa),property,low,,,,exact value only
7441,pa with tensile modulus tape higher than 5gpa and elongation bigger than 4%,tensile modulus astm d 3039 m tape 0° (mpa),property,5.0,5.0,,gpa,open lower (>= min)
7441,pa with tensile modulus tape higher than 5gpa and elongation bigger than 4%,elongation,property,4.0,4.0,,%,open lower (>= min)
7442,need an iso 527 tensile modulus of 3000 mpa,tensile modulus iso 527-1/-2 (mpa),property,3000.0,2700.0,3300.0,mpa,banded (value +/- band)
7455,higharcignition plc 0 at 3.1mm non sustainable,high-current arc ignition (hai),ul_sub_property,plc 0,,,,exact value only
7455,higharcignition plc 0 at 3.1mm non sustainable,minimum thickness (mm),ul_property,3.1,,,mm,exact value only
7459,abistir normal thermal expansion (141e-6/k) in the range of 120 - 203,coefficient of linear thermal expansion (clte) iso 11359-1/-2 normal (e-6/k),property,141.0,120.0,203.0,e-6/k,banded (value +/- band)
7461,grade for healtcare with high current arc ignition plc 2 at 3mm,high-current arc ignition (hai),ul_sub_property,plc 2,,,,exact value only
7461,grade for healtcare with high current arc ignition plc 2 at 3mm,minimum thickness (mm),ul_property,3.0,,,mm,exact value only
7466,"stressat100%deformation=lowest, molding shrinkage 0.06%",molding shrinkage,property,0.06,0.05,0.07,%,banded (value +/- band)
7466,"stressat100%deformation=lowest, molding shrinkage 0.06%",tensile stress at 100% strain iso 527-1/-2 (mpa),property,lowest,,,,exact value only
7467,ppa gf30 ul94 v0,flame rating,ul_sub_property,v-0,,,,exact value only
7467,ppa gf30 ul94 v0,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7468,unfilled pa66 with an rv between 41 and 45,relative viscosity,property,41.0,41.0,45.0,,banded (value +/- band)
7476,grades that have relative thermal index strength at 0.1 of 178°c,relative thermal index - mechanical strength (rti str) (°c),ul_sub_property,178.0,160.2,195.8,°c,banded (value +/- band)
7476,grades that have relative thermal index strength at 0.1 of 178°c,minimum thickness (mm),ul_property,0.1,,,mm,exact value only
7482,ppa materials with an operating temperature between -40c to 200c,continuous service temperature iec 60216-1 (°c),property,-40.0,-40.0,200.0,c,banded (value +/- band)
7485,products with lowest soft and tg,shore a hardness iso 48-4 / iso 868 15s,property,lowest,,,,exact value only
7485,products with lowest soft and tg,glass transition temperature iso 11357-1/-3 10°c/min (°c),property,lowest,,,,exact value only
7494,pa6t-66 tape flex strain failure = 1.44 acetal copolymer,flexural strain at failure astm d 790 tape 0° (%),property,1.44,1.3,1.58,,banded (value +/- band)
7497,"moisture absorption lesser than or equal to 5.87 polyamide 66,6 to buy in belize",water absorption sim. to iso 62 2mm (%),property,5.87,,5.87,,open upper (<= max)
7498,174°c relative thermal index - mechanical impact @ 2.2mm,relative thermal index - mechanical impact (rti imp) (°c),ul_sub_property,174.0,156.6,191.4,°c,banded (value +/- band)
7498,174°c relative thermal index - mechanical impact @ 2.2mm,minimum thickness (mm),ul_property,2.2,,,mm,exact value only
7500,plc-4 high current arc ignition (hai),high-current arc ignition (hai),ul_sub_property,plc 4,,,,exact value only
7500,plc-4 high current arc ignition (hai),minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7501,soft: good + abrasion resistant,shore a hardness iso 48-4 / iso 868 15s,property,good,,,,exact value only
7502,unnotch izod (nobreak),izod impact strength,property,nb,,,,exact value only
7504,find a material that is flow = 238.17,melt mass-flow rate iso 1133 (g/10min),property,238.17,214.35,261.99,,banded (value +/- band)
7505,find pps with charpy unnotched higher than 50 kj m^ - 2,charpy impact strength,property,50.0,50.0,,kj m^ - 2,open lower (>= min)
7506,"elongation at break 5mm/min (lowest), compressive modulus of approximately 8670mpa",compressive modulus iso 604 (mpa),property,8670.0,7803.0,9537.0,mpa,banded (value +/- band)
7506,"elongation at break 5mm/min (lowest), compressive modulus of approximately 8670mpa",tensile strain at break iso 527-1/-2 5mm/min (%),property,lowest,,,,exact value only
7512,celapex rti elec less than or equal to 75,relative thermal index - electrical (rti elec) (°c),ul_sub_property,75.0,,75.0,,open upper (<= max)
7512,celapex rti elec less than or equal to 75,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7515,arc resistance (plc 0 (420 seconds or longer)) and ti str greater than 642kj/m² grade,arc resistance,ul_property,plc 0 (420 seconds or longer),,,,exact value only
7515,arc resistance (plc 0 (420 seconds or longer)) and ti str greater than 642kj/m² grade,tensile impact strength,ul_property,642.0,642.0,,kj/m²,open lower (>= min)
7521,high current arc ignition (hai)=plc2,high-current arc ignition (hai),ul_sub_property,plc 2,,,,exact value only
7521,high current arc ignition (hai)=plc2,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7524,lowest - cut and elastic modulus =17417 mpa,tensile modulus,property,17417.0,15675.3,19158.7,mpa,banded (value +/- band)
7524,lowest - cut and elastic modulus =17417 mpa,continuous service temperature iec 60216-1 (°c),property,lowest,,,,exact value only
7526,young's modulus ( tension ) of approx. 3000mpa,tensile modulus,property,3000.0,2700.0,3300.0,mpa,banded (value +/- band)
7532,"for a paint can nozzle application, we need a material with low warpage and tensile modulus around 3700 mpa",tensile modulus,property,3700.0,3330.0,4070.0,mpa,banded (value +/- band)
7539,pps with flexural modulus between 13000 mpa and 16000 mpa and dtul at 1.8 mpa between 265 c and 275 c,flexural modulus,property,13000.0,13000.0,16000.0,mpa,banded (value +/- band)
7539,pps with flexural modulus between 13000 mpa and 16000 mpa and dtul at 1.8 mpa between 265 c and 275 c,temperature of deflection under load iso 75-1/-2 1.8 mpa (°c),property,265.0,265.0,275.0,c,banded (value +/- band)
7540,am grade with a relative thermal index electrical 99 at 3.5mm,relative thermal index - electrical (rti elec) (°c),ul_sub_property,99.0,89.1,108.9,,banded (value +/- band)
7540,am grade with a relative thermal index electrical 99 at 3.5mm,minimum thickness (mm),ul_property,3.5,,,mm,exact value only
7555,pa grade with tensile modulus higher than 8gpa at the same time high elongation at break,tensile modulus,property,8.0,8.0,,gpa,open lower (>= min)
7555,pa grade with tensile modulus higher than 8gpa at the same time high elongation at break,tensile strain at break,property,high,,,,exact value only
7560,"ve grade with tape flex str maximum 1240mpa, and rti-i of approx 170",flexural strength astm d 790 tape 0° (mpa),property,1240.0,,1240.0,mpa,open upper (<= max)
7560,"ve grade with tape flex str maximum 1240mpa, and rti-i of approx 170",relative thermal index - mechanical impact (rti imp) (°c),ul_sub_property,170.0,153.0,187.0,,banded (value +/- band)
7560,"ve grade with tape flex str maximum 1240mpa, and rti-i of approx 170",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7565,67 tensile stress at break,stress at break,property,67.0,60.300000000000004,73.7,,banded (value +/- band)
7574,neolast humid - 3.4% of +/-5% range,humidity absorption sim. to iso 62 2mm (%),property,3.4,3.23,3.57,%,banded (value +/- band)
7575,"esd modified, poly(vinylidene fluoride), with a=29",shore a hardness iso 48-4 / iso 868 15s,property,29.0,26.1,31.9,,banded (value +/- band)
7606,elvamide grade with a relative thermal index - electrical: 197,relative thermal index - electrical (rti elec) (°c),ul_sub_property,197.0,177.3,216.7,,banded (value +/- band)
7606,elvamide grade with a relative thermal index - electrical: 197,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
7607,grade for implanted medical devices with 824°c glow wire flame index @ 0.3mm,glow wire flammability index,ul_sub_property,824.0,741.6,906.4,°c,banded (value +/- band)
7607,grade for implanted medical devices with 824°c glow wire flame index @ 0.3mm,minimum thickness (mm),ul_property,0.3,,,mm,exact value only
7616,f-1 outdoor durability specification for im ekx-167,outdoor suitability,ul_property,f1,,,,exact value only
7618,need a pa66 with the glow wire flammability index = 775 at a thickness of 0.38 mm for a guiding piece for head lamp,glow wire flammability index,ul_sub_property,775.0,697.5,852.5,,banded (value +/- band)
7618,need a pa66 with the glow wire flammability index = 775 at a thickness of 0.38 mm for a guiding piece for head lamp,minimum thickness (mm),ul_property,0.38,,,mm,exact value only
7632,mold shrinkage md =1.66 % nylon 6t/6i to buy in seoul,"molding shrinkage iso 294-4, 2577 parallel (%)",property,1.66,1.49,1.83,%,banded (value +/- band)
7662,medium - tensile stress (break) at 50mm/min laser direct structuring (lds),tensile stress at break iso 527-1/-2 50mm/min (mpa),property,medium,,,,exact value only
7679,cecopoly intrvisc between 1407 to 3271; ten stress brk (60.56mpa),"intrinsic viscosity iso 307, 1628",property,1407.0,1407.0,3271.0,,banded (value +/- band)
7679,cecopoly intrvisc between 1407 to 3271; ten stress brk (60.56mpa),stress at break,property,60.56,54.5,66.62,mpa,banded (value +/- band)
7682,high temperature pps polymer powder for auto passenger bracket,temperature,property,high,,,,exact value only
7687,ball test 226 within 25% margin,ball pressure test,ul_property,226.0,169.5,282.5,,banded (value +/- band)
7700,"water affinity, polyamide 612, with good emod and cut",tensile modulus,property,good,,,,exact value only
7700,"water affinity, polyamide 612, with good emod and cut",continuous service temperature iec 60216-1 (°c),property,good,,,,exact value only
7702,"unfilled grade that meets the gmw16924p-pom-c2 spec, mvr = 8.4, and specific gravity = 1.4",melt volume-flow rate iso 1133 (cm³/10min),property,8.4,7.5600000000000005,9.24,,banded (value +/- band)
7702,"unfilled grade that meets the gmw16924p-pom-c2 spec, mvr = 8.4, and specific gravity = 1.4",density iso 1183 (kg/m³),property,1.4,1.2599999999999998,1.54,,banded (value +/- band)
7704,i want a santoprene / tpv grade that can be used in a suspension bellow and has a shore d hardness - 41,shore d hardness iso 48-4 / iso 868 15s,property,41.0,36.9,45.1,,banded (value +/- band)
7720,looking for a grade with a tensile modulus = 3000 mpa,tensile modulus,property,3000.0,2700.0,3300.0,mpa,banded (value +/- band)
7724,pom hf <1.3 specific gravity,density iso 1183 (kg/m³),property,1.3,,1.3,,open upper (<= max)
7726,grade with service temperature of minimum 160,continuous service temperature iec 60216-1 (°c),property,160.0,160.0,,,open lower (>= min)
7728,detergent res of f 4,detergent resistance,ul_property,f4,,,,exact value only
7736,materials that have flex strength tape - 658,flexural strength astm d 790 tape 0° (mpa),property,658.0,592.2,723.8,,banded (value +/- band)
7741,"tensile stress at 100% strain, perpendicular of kepital f10-03h lof",tensile stress at 100% elongation iso 37 perpendicular (mpa),property,,,,,categorical / no number
7749,"intrinsic viscosity iso 307, 1628: highest laser transmission","intrinsic viscosity iso 307, 1628",property,highest,,,,exact value only
7750,coefficient of linear thermal expansion = moderate + 40 full load with fibre glass,coefficient of linear thermal expansion (clte),property,moderate,,,,exact value only
7753,"i want a grade with an rti elec = 700, rti imp = 750, and rti str = 750 and has a yc available",relative thermal index - electrical (rti elec) (°c),ul_sub_property,700.0,630.0,770.0,,banded (value +/- band)
