idx,query,n_chars,n_words,n_entities_populated,entities_populated,GRADE,APPLICATION,BRAND,POLYMER,PROPERTY,FILLER,FEATURE,PROCESSING,DELIVERY_FORM,COMPETITOR_GRADE,AUTO_CERT,RAILWAY_CERT,WATER_CERT,NSF_CERT,INDUSTRY,REGION,prop_count,filler_names,filler_total_load,prop1_name,prop1_type,prop1_value,prop1_min,prop1_max,prop1_unit
6113,"coolpoly, stable to weather",27,4,2,"BRAND,FEATURE",,,coolpoly,,,,u.v. stabilized or stable to weather,,,,,,,,,,0,,,,,,,,
6114,gf25 v0,7,2,2,"PROPERTY,FILLER",,,,,"[{""property_name"": ""flame rating"", ""modifier"": {""value"": ""v-0"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.4"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]","[{""filler_name"": [""glass fiber""]}, {""total_load"": {""value"": ""25"", ""min"": ""20"", ""max"": ""30""}}]",,,,,,,,,,,2,glass fiber,25,flame rating,ul_sub_property,v-0,,,
6115,grades that have d from 33 to 69,32,8,1,PROPERTY,,,,,"[{""property_name"": ""shore d hardness iso 48-4 / iso 868 15s"", ""modifier"": {""value"": ""33.0"", ""min"": ""33.0"", ""max"": ""69.0"", ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,shore d hardness iso 48-4 / iso 868 15s,property,33.0,33.0,69.0,
6116,ferrex gpp10cs,14,2,1,COMPETITOR_GRADE,,,,,,,,,,ferrex gpp10cs,,,,,,,0,,,,,,,,
6117,total fill range 34 to 74 v2,28,7,2,"PROPERTY,FILLER",,,,,"[{""property_name"": ""flame rating"", ""modifier"": {""value"": ""v-2"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.4"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]","[{""total_load"": {""value"": ""34"", ""min"": ""34"", ""max"": ""74""}}]",,,,,,,,,,,2,,34,flame rating,ul_sub_property,v-2,,,
6118,offset to ultramid a3wg10,25,4,1,COMPETITOR_GRADE,,,,,,,,,,ultramid a3wg10,,,,,,,0,,,,,,,,
6119,tecnoprene3vk8,14,1,1,GRADE,tecnoprene3vk8,,,,,,,,,,,,,,,,0,,,,,,,,
6120,"show tribologically modified, glass fiber reeinforced pa66",58,7,3,"POLYMER,FILLER,FEATURE",,,,pa66,,"[{""filler_name"": [""glass fiber""]}, {""total_load"": {""value"": null, ""min"": null, ""max"": null}}]",low wear / low friction,,,,,,,,,,0,glass fiber,,,,,,,
6121,perpendicular break strain 745 % in the vicinity of 20% grade,61,11,1,PROPERTY,,,,,"[{""property_name"": ""elongation at break iso 527-1/-2 or iso 37 perpendicular (%)"", ""modifier"": {""value"": ""745.0"", ""min"": ""596.0"", ""max"": ""894.0"", ""unit"": ""%""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,elongation at break iso 527-1/-2 or iso 37 perpendicular (%),property,745.0,596.0,894.0,%
6122,kopa kn135hb30hibl,18,2,1,COMPETITOR_GRADE,,,,,,,,,,kopa kn135hb30hibl,,,,,,,0,,,,,,,,
6123,rtp 100 gb 40,13,4,1,COMPETITOR_GRADE,,,,,,,,,,rtp 100 gb 40,,,,,,,0,,,,,,,,
6124,alternative to durethan c38f 000000,35,5,1,COMPETITOR_GRADE,,,,,,,,,,durethan c38f 000000,,,,,,,0,,,,,,,,
6125,hostaform pom of density max 1300 kg/m^3,40,7,3,"BRAND,POLYMER,PROPERTY",,,hostaform,pom,"[{""property_name"": ""density iso 1183 (kg/m³)"", ""modifier"": {""value"": ""1300.0"", ""min"": null, ""max"": ""1300.0"", ""unit"": ""kg/m^3""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,density iso 1183 (kg/m³),property,1300.0,,1300.0,kg/m^3
6126,lupolen 2420f,13,2,1,COMPETITOR_GRADE,,,,,,,,,,lupolen 2420f,,,,,,,0,,,,,,,,
6127,polyfort fpp 3765,17,3,1,COMPETITOR_GRADE,,,,,,,,,,polyfort fpp 3765,,,,,,,0,,,,,,,,
6128,xencor ppa lgf-1950 hs bk 545-9 offset,38,7,1,COMPETITOR_GRADE,,,,,,,,,,xencor ppa lgf-1950 hs bk 545-9,,,,,,,0,,,,,,,,
6129,"glow-wire ignition temperature 631°c, 1.3mm thickness",53,6,1,PROPERTY,,,,,"[{""property_name"": ""glow wire ignition temperature"", ""modifier"": {""value"": ""631.0"", ""min"": ""567.9"", ""max"": ""694.1"", ""unit"": ""°c""}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""1.3"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,glow wire ignition temperature,ul_sub_property,631.0,567.9,694.1,°c
6130,offset to nylene 743 blk,24,5,1,COMPETITOR_GRADE,,,,,,,,,,nylene 743 blk,,,,,,,0,,,,,,,,
6131,looking for mfi 20 ml/10min,27,5,1,PROPERTY,,,,,"[{""property_name"": ""melt mass-flow rate iso 1133 (g/10min)"", ""modifier"": {""value"": ""20.0"", ""min"": ""18.0"", ""max"": ""22.0"", ""unit"": ""ml/10min""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,melt mass-flow rate iso 1133 (g/10min),property,20.0,18.0,22.0,ml/10min
6132,celanyl b3 h j5 nc 1102/3,25,6,1,GRADE,celanyl b3 h j5 nc 1102/3,,,,,,,,,,,,,,,,0,,,,,,,,
6133,domamid 6b30 300 bk offset,26,5,1,COMPETITOR_GRADE,,,,,,,,,,domamid 6b30 300 bk,,,,,,,0,,,,,,,,
6134,bergamid b70gk30,16,2,1,COMPETITOR_GRADE,,,,,,,,,,bergamid b70gk30,,,,,,,0,,,,,,,,
6135,ecomid a j8 bk 2000/1/uv,24,5,1,GRADE,ecomid a j8 bk 2000/1/uv,,,,,,,,,,,,,,,,0,,,,,,,,
6136,alathon m5363,13,2,1,COMPETITOR_GRADE,,,,,,,,,,alathon m5363,,,,,,,0,,,,,,,,
6137,bpt from 170-352,16,3,1,PROPERTY,,,,,"[{""property_name"": ""ball pressure test"", ""modifier"": {""value"": ""170.0"", ""min"": ""170.0"", ""max"": ""352.0"", ""unit"": """"}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,1,,,ball pressure test,ul_property,170.0,170.0,352.0,
6138,hostaformmt8r02,15,1,1,GRADE,hostaformmt8r02,,,,,,,,,,,,,,,,0,,,,,,,,
6139,grade with service temperature of minimum 160 °c,48,8,1,PROPERTY,,,,,"[{""property_name"": ""continuous service temperature iec 60216-1 (°c)"", ""modifier"": {""value"": ""160.0"", ""min"": ""160.0"", ""max"": null, ""unit"": ""°c""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,continuous service temperature iec 60216-1 (°c),property,160.0,160.0,,°c
6140,721 °c gwf index,16,4,1,PROPERTY,,,,,"[{""property_name"": ""glow wire flammability index"", ""modifier"": {""value"": ""721.0"", ""min"": ""648.9"", ""max"": ""793.1"", ""unit"": ""°c""}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.4"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,glow wire flammability index,ul_sub_property,721.0,648.9,793.1,°c
6141,"cn, pelets, cfr",15,3,2,"BRAND,DELIVERY_FORM",,,celcon,,,,,,pellets | tape,,,,,,,,0,,,,,,,,
6142,pbt gf eco-r,12,3,3,"GRADE,POLYMER,FILLER",eco-r,,,pbt,,"[{""filler_name"": [""glass fiber""]}, {""total_load"": {""value"": null, ""min"": null, ""max"": null}}]",,,,,,,,,,,0,glass fiber,,,,,,,
6143,stellantis-chrysler cpn 3425 ms.50103 certification,51,5,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""stellantis-chrysler"", ""certs"": [""cpn 3425 ms.50103""]}]",,,,,,0,,,,,,,,
6144,looking for im 540,18,4,1,GRADE,im 540,,,,,,,,,,,,,,,,0,,,,,,,,
6145,mfr-177.62,10,1,1,PROPERTY,,,,,"[{""property_name"": ""melt mass-flow rate iso 1133 (g/10min)"", ""modifier"": {""value"": ""177.62"", ""min"": ""159.86"", ""max"": ""195.38"", ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,melt mass-flow rate iso 1133 (g/10min),property,177.62,159.86,195.38,
6146,show me all v0 amterial with 0.8mm,34,7,1,PROPERTY,,,,,"[{""property_name"": ""flame rating"", ""modifier"": {""value"": ""v-0"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.8"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,flame rating,ul_sub_property,v-0,,,
6147,"celanyl a2 h kgf2515 nc 1102/k, peld",36,7,2,"GRADE,POLYMER",celanyl a2 h kgf2515 nc 1102/k,,,pe-ld,,,,,,,,,,,,,0,,,,,,,,
6148,offset to anjatech pc/pbt 010/50-e,34,5,1,COMPETITOR_GRADE,,,,,,,,,,anjatech pc/pbt 010/50-e,,,,,,,0,,,,,,,,
6149,which grades of celstran pp gf30 are low emission,49,9,4,"BRAND,POLYMER,FILLER,FEATURE",,,celstran,pp,,"[{""filler_name"": [""long glass fiber""]}, {""total_load"": {""value"": ""30"", ""min"": ""25"", ""max"": ""35""}}]",low emissions,,,,,,,,,,0,long glass fiber,30,,,,,,
6150,mid matched die molding,23,4,2,"BRAND,PROCESSING",,,elvamide,,,,,compression molding,,,,,,,,,0,,,,,,,,
6151,rtp 1305 c tfe 15 offset,24,6,1,COMPETITOR_GRADE,,,,,,,,,,rtp 1305 c tfe 15,,,,,,,0,,,,,,,,
6152,domamid fr 66g10v0e,19,3,1,COMPETITOR_GRADE,,,,,,,,,,domamid fr 66g10v0e,,,,,,,0,,,,,,,,
6153,akromid s3 gf 50 1 black (3441),31,7,1,COMPETITOR_GRADE,,,,,,,,,,akromid s3 gf 50 1 black (3441),,,,,,,0,,,,,,,,
6154,epitec nylon-263ga offset,25,3,1,COMPETITOR_GRADE,,,,,,,,,,epitec nylon-263ga,,,,,,,0,,,,,,,,
6155,alternative to terez b 301 h g50,32,7,1,COMPETITOR_GRADE,,,,,,,,,,terez b 301 h g50,,,,,,,0,,,,,,,,
6156,lnp lubricomp compound vn001,28,4,1,COMPETITOR_GRADE,,,,,,,,,,lnp lubricomp compound vn001,,,,,,,0,,,,,,,,
6157,kepex device master file,24,4,1,BRAND,,,kepex,,,,,,,,,,,,,,0,,,,,,,,
6158,grades for curcuit breaker application,38,5,2,"APPLICATION,INDUSTRY",,curcuit breaker,,,,,,,,,,,,,electrical & electronics,,0,,,,,,,,
6159,rilsan bmno med offset,22,4,1,COMPETITOR_GRADE,,,,,,,,,,rilsan bmno med,,,,,,,0,,,,,,,,
6160,pom grade with good sliding and drinking water approval,55,9,3,"POLYMER,FEATURE,WATER_CERT",,,,pom,,,low wear / low friction,,,,,,"[{""standard"": ""all"", ""temp"": [""all""]}]",,,,0,,,,,,,,
6161,low density polyethylene with maximum of thermal conductivity 5.71 clte (flow direction) of 130.1 e-6/k in the range of 104 - 157,129,22,2,"POLYMER,PROPERTY",,,,pe-ld,"[{""property_name"": ""thermal conductivity"", ""modifier"": {""value"": ""5.71"", ""min"": null, ""max"": ""5.71"", ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""coefficient of linear thermal expansion (clte) iso 11359-1/-2 parallel (e-6/k)"", ""modifier"": {""value"": ""130.1"", ""min"": ""104.0"", ""max"": ""157.0"", ""unit"": ""e-6/k""}, ""property_type"": ""property""}]",,,,,,,,,,,,2,,,thermal conductivity,property,5.71,,5.71,
6162,hostaform c27021,16,2,1,GRADE,hostaform c27021,,,,,,,,,,,,,,,,0,,,,,,,,
6163,"nylon 6, pa12, sheetex",22,4,2,"POLYMER,PROCESSING",,,,pa6 | pa12,,,,sheet extrusion,,,,,,,,,0,,,,,,,,
6164,rtp 207,7,2,1,COMPETITOR_GRADE,,,,,,,,,,rtp 207,,,,,,,0,,,,,,,,
6165,alternative for wellamid 6600 gs 30 hwcp,40,7,1,COMPETITOR_GRADE,,,,,,,,,,wellamid 6600 gs 30 hwcp,,,,,,,0,,,,,,,,
6166,alternative to tecomid nb40 gr30 nl xa60,40,7,1,COMPETITOR_GRADE,,,,,,,,,,tecomid nb40 gr30 nl xa60,,,,,,,0,,,,,,,,
6167,"automotive & transportation, micro powder",41,5,3,"APPLICATION,DELIVERY_FORM,INDUSTRY",,automotive & transportation,,,,,,,micropowder,,,,,,automotive & transportation,,0,,,,,,,,
6168,sabic stamax 20yk270/e,22,3,1,COMPETITOR_GRADE,,,,,,,,,,sabic stamax 20yk270/e,,,,,,,0,,,,,,,,
6169,ul certification,16,2,1,PROPERTY,,,,,"[{""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": null, ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_property""}, {""property_name"": ""flame rating"", ""modifier"": {""value"": null, ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_sub_property""}]",,,,,,,,,,,,2,,,minimum thickness (mm),ul_property,,,,
6170,akulon k224-g6u,15,2,1,COMPETITOR_GRADE,,,,,,,,,,akulon k224-g6u,,,,,,,0,,,,,,,,
6171,alternative to estane 58070 tpu,31,5,1,COMPETITOR_GRADE,,,,,,,,,,estane 58070 tpu,,,,,,,0,,,,,,,,
6172,mold shrinkage around 1.3percent pvdf to buy in jakarta,55,9,2,"PROPERTY,REGION",,,,,"[{""property_name"": ""molding shrinkage"", ""modifier"": {""value"": ""1.3"", ""min"": ""1.17"", ""max"": ""1.43"", ""unit"": ""percent""}, ""property_type"": ""property""}]",,,,,,,,,,,asia pacific,1,,,molding shrinkage,property,1.3,1.17,1.43,percent
6173,auto specs approved,19,3,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""all"", ""certs"": [""all""]}]",,,,,,0,,,,,,,,
6174,vydyne avs4ac5 bk0826 offset,28,4,1,COMPETITOR_GRADE,,,,,,,,,,vydyne avs4ac5 bk0826,,,,,,,0,,,,,,,,
6175,zenite standard strebr and molding shrinkage; highest compression set iso 815 23°c (%) and dielectric dissipation factor at 1mhz,128,19,2,"BRAND,PROPERTY",,,zenite,,"[{""property_name"": ""stress at break"", ""modifier"": {""value"": ""standard"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""molding shrinkage"", ""modifier"": {""value"": ""standard"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""compression set iso 815 23°c (%)"", ""modifier"": {""value"": ""highest"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""dissipation factor iec 62631-2-1 1mhz (e-4)"", ""modifier"": {""value"": ""highest"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,4,,,stress at break,property,standard,,,
6176,naxaloy 780 offset,18,3,1,COMPETITOR_GRADE,,,,,,,,,,naxaloy 780,,,,,,,0,,,,,,,,
6177,offset to faraprene r100-95a bk,31,5,1,COMPETITOR_GRADE,,,,,,,,,,faraprene r100-95a bk,,,,,,,0,,,,,,,,
6178,niger sourceable ethylene methylacrylate for automobile (gasoline)-fuel module,78,8,4,"APPLICATION,POLYMER,INDUSTRY,REGION",,automobile (gasoline)-fuel module,,aem,,,,,,,,,,,automotive & transportation,europe middle east africa,0,,,,,,,,
6179,lcp grades,10,2,1,POLYMER,,,,lcp,,,,,,,,,,,,,0,,,,,,,,
6180,"grades that have min thickness 0.1, 89 relative thermal index - electrical (rti elec)",85,14,1,PROPERTY,,,,,"[{""property_name"": ""relative thermal index - electrical (rti elec) (°c)"", ""modifier"": {""value"": ""89.0"", ""min"": ""80.1"", ""max"": ""97.9"", ""unit"": """"}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.1"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,relative thermal index - electrical (rti elec) (°c),ul_sub_property,89.0,80.1,97.9,
6181,ford (wsk m4d895 a1) stellantis-chrysler (cpn3504),50,6,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""ford"", ""certs"": [""wsk m4d895 a1""]}, {""oem"": ""stellantis-chrysler"", ""certs"": [""cpn3504""]}]",,,,,,0,,,,,,,,
6182,offset for ultramid t kr 4357 g6,32,7,1,COMPETITOR_GRADE,,,,,,,,,,ultramid t kr 4357 g6,,,,,,,0,,,,,,,,
6183,md 40 with +/-20 lt lowest flexural modulus astm d 790 tape 0° (mpa) and young's modulus minimum of izod impact unnotch 71 kj/m²,128,24,3,"PROPERTY,FILLER,FEATURE",,,,,"[{""property_name"": ""izod impact strength"", ""modifier"": {""value"": ""71.0"", ""min"": ""71.0"", ""max"": null, ""unit"": ""kj/m²""}, ""property_type"": ""property""}, {""property_name"": ""flexural modulus astm d 790 tape 0° (mpa)"", ""modifier"": {""value"": ""lowest"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""tensile modulus"", ""modifier"": {""value"": ""lowest"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}]","[{""filler_name"": [""mineral""]}, {""total_load"": {""value"": ""40"", ""min"": ""20"", ""max"": ""60""}}]",laser weldable,,,,,,,,,,3,mineral,40,izod impact strength,property,71.0,71.0,,kj/m²
6184,equivalent to toray,19,3,1,COMPETITOR_GRADE,,,,,,,,,,toray,,,,,,,0,,,,,,,,
6185,i am looking for material that has tensile module between 3000-3500 mpa,71,12,1,PROPERTY,,,,,"[{""property_name"": ""tensile modulus"", ""modifier"": {""value"": ""3000.0"", ""min"": ""3000.0"", ""max"": ""3500.0"", ""unit"": ""mpa""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,tensile modulus,property,3000.0,3000.0,3500.0,mpa
6186,pa6 30% glass fiber with impact modified,40,7,3,"POLYMER,FILLER,FEATURE",,,,pa6,,"[{""filler_name"": [""glass fiber""]}, {""total_load"": {""value"": ""30"", ""min"": ""25"", ""max"": ""35""}}]",high impact or impact modified,,,,,,,,,,0,glass fiber,30,,,,,,
6187,zytel 73g30t bk261,18,3,1,GRADE,zytel 73g30t bk261,,,,,,,,,,,,,,,,0,,,,,,,,
6188,novaduran sef-530,17,2,1,COMPETITOR_GRADE,,,,,,,,,,novaduran sef-530,,,,,,,0,,,,,,,,
6189,flame class hb 40 and relative thermal index - mechanical strength @ 5 of 114,77,15,1,PROPERTY,,,,,"[{""property_name"": ""flammability classification"", ""modifier"": {""value"": ""hb40"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""relative thermal index - mechanical strength (rti str) (°c)"", ""modifier"": {""value"": ""114.0"", ""min"": ""102.6"", ""max"": ""125.4"", ""unit"": """"}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""5.0"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,3,,,flammability classification,ul_sub_property,hb40,,,
6190,toraycon,8,1,1,COMPETITOR_GRADE,,,,,,,,,,toraycon,,,,,,,0,,,,,,,,
6191,alternative to ultramida3hg6hr,30,3,1,COMPETITOR_GRADE,,,,,,,,,,ultramida3hg6hr,,,,,,,0,,,,,,,,
6192,high strength modulusï¼œlow wearï¼œhdt>150â„ƒ,45,4,2,"PROPERTY,FEATURE",,,,,"[{""property_name"": ""tensile modulus"", ""modifier"": {""value"": ""high"", ""min"": null, ""max"": null, ""unit"": ""mpa""}, ""property_type"": ""property""}, {""property_name"": ""temperature of deflection under load"", ""modifier"": {""value"": ""150.0"", ""min"": ""150.0"", ""max"": null, ""unit"": ""f""}, ""property_type"": ""property""}]",,low wear / low friction,,,,,,,,,,2,,,tensile modulus,property,high,,,mpa
6193,shore d hardness 41 tear strength 64 kj/m brittleness -52°c,59,10,1,PROPERTY,,,,,"[{""property_name"": ""shore d hardness iso 48-4 / iso 868 15s"", ""modifier"": {""value"": ""41.0"", ""min"": ""36.9"", ""max"": ""45.1"", ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""tear strength iso 34-1 normal (kn/m)"", ""modifier"": {""value"": ""64.0"", ""min"": ""57.6"", ""max"": ""70.4"", ""unit"": ""kj/m""}, ""property_type"": ""property""}, {""property_name"": ""brittleness temperature"", ""modifier"": {""value"": ""-52.0"", ""min"": ""-57.2"", ""max"": ""-46.8"", ""unit"": ""°c""}, ""property_type"": ""property""}]",,,,,,,,,,,,3,,,shore d hardness iso 48-4 / iso 868 15s,property,41.0,36.9,45.1,
6194,bergamid a70 g35 uf so,22,5,1,COMPETITOR_GRADE,,,,,,,,,,bergamid a70 g35 uf so,,,,,,,0,,,,,,,,
6195,looking for kepital tx-31 lof,29,5,1,GRADE,kepital tx-31 lof,,,,,,,,,,,,,,,,0,,,,,,,,
6196,comtuf 607,10,2,1,COMPETITOR_GRADE,,,,,,,,,,comtuf 607,,,,,,,0,,,,,,,,
6197,water resistance semi aromatic polyamide total load range 27 to 45,66,11,3,"POLYMER,FILLER,FEATURE",,,,ppa,,"[{""total_load"": {""value"": ""27"", ""min"": ""27"", ""max"": ""45""}}]",hydrolysis resistant,,,,,,,,,,0,,27,,,,,,
6198,"for a hair dryer application, we need rti ( electrical, strength and impact ) of 220c at 0.75mm thickness",105,19,3,"APPLICATION,PROPERTY,INDUSTRY",,hair dryer,,,"[{""property_name"": ""relative thermal index - electrical (rti elec) (°c)"", ""modifier"": {""value"": ""220.0"", ""min"": ""198.0"", ""max"": ""242.0"", ""unit"": ""c""}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""relative thermal index - mechanical strength (rti str) (°c)"", ""modifier"": {""value"": ""220.0"", ""min"": ""198.0"", ""max"": ""242.0"", ""unit"": ""c""}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""relative thermal index - mechanical impact (rti imp) (°c)"", ""modifier"": {""value"": ""220.0"", ""min"": ""198.0"", ""max"": ""242.0"", ""unit"": ""c""}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.75"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,consumer goods,,4,,,relative thermal index - electrical (rti elec) (°c),ul_sub_property,220.0,198.0,242.0,c
6199,"coffee maker, polyphenylene sulfide, water affinity",51,6,4,"APPLICATION,POLYMER,FEATURE,INDUSTRY",,coffee maker,,pps,,,hydrophilic,,,,,,,,consumer goods,,0,,,,,,,,
6200,hostaform c 9021 ls,19,4,1,GRADE,hostaform c 9021 ls,,,,,,,,,,,,,,,,0,,,,,,,,
6201,fuel pump,9,2,1,APPLICATION,,fuel pump,,,,,,,,,,,,,,,0,,,,,,,,
6202,r 23 - h l3 (en 45545-2),24,7,1,RAILWAY_CERT,,,,,,,,,,,,"[{""standard"": ""en 45545-2"", ""hazard_level"": [""hl3""], ""req_set"": [""r23""]}]",,,,,0,,,,,,,,
6203,durafide 1140a4,15,2,1,COMPETITOR_GRADE,,,,,,,,,,durafide 1140a4,,,,,,,0,,,,,,,,
6204,staramiderf00asxp,17,1,1,COMPETITOR_GRADE,,,,,,,,,,staramiderf00asxp,,,,,,,0,,,,,,,,
6205,offset for novaduran 5010gn1-30 am2,35,5,1,COMPETITOR_GRADE,,,,,,,,,,novaduran 5010gn1-30 am2,,,,,,,0,,,,,,,,
6206,"what nylon 6t,66 grades are available in sichuan?",49,8,2,"POLYMER,REGION",,,,pa6t/66,,,,,,,,,,,,asia pacific,0,,,,,,,,
6207,alternative for rilsan beshv blk t,34,6,1,COMPETITOR_GRADE,,,,,,,,,,rilsan beshv blk t,,,,,,,0,,,,,,,,
6208,omnicarb pc08fr716 bk1000,25,3,1,GRADE,omnicarb pc08fr716 bk1000,,,,,,,,,,,,,,,,0,,,,,,,,
6209,"compatibility, silicone replacement and vitaldose",49,5,1,BRAND,,,vitaldose,,,,,,,,,,,,,,0,,,,,,,,
6210,ultramid a3hg7,14,2,1,COMPETITOR_GRADE,,,,,,,,,,ultramid a3hg7,,,,,,,0,,,,,,,,
6211,faroe islands,13,2,1,REGION,,,,,,,,,,,,,,,,europe middle east africa,0,,,,,,,,
6212,cpn3766 stress-strain curve,27,3,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""stellantis-chrysler"", ""certs"": [""cpn3766""]}]",,,,,,0,,,,,,,,
6213,what hostaform grades have a density less than 1300 kg/m3,57,10,2,"BRAND,PROPERTY",,,hostaform,,"[{""property_name"": ""density iso 1183 (kg/m³)"", ""modifier"": {""value"": ""1300.0"", ""min"": null, ""max"": ""1300.0"", ""unit"": ""kg/m3""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,density iso 1183 (kg/m³),property,1300.0,,1300.0,kg/m3
6214,flow wire ignition temperature 0.7mm of 738 °c,46,8,1,PROPERTY,,,,,"[{""property_name"": ""glow wire ignition temperature"", ""modifier"": {""value"": ""738.0"", ""min"": ""664.2"", ""max"": ""811.8"", ""unit"": ""°c""}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.7"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,glow wire ignition temperature,ul_sub_property,738.0,664.2,811.8,°c
6215,alternative to edgetek at-20gf/000 black,40,5,1,COMPETITOR_GRADE,,,,,,,,,,edgetek at-20gf/000 black,,,,,,,0,,,,,,,,
6216,"housing for light control, polyamide 1010",41,6,3,"APPLICATION,POLYMER,INDUSTRY",,housing for light control,,pa1010,,,,,,,,,,,automotive & transportation,,0,,,,,,,,
6217,material with 62 0300 certified,31,5,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""stellantis-psa group"", ""certs"": [""62 0300""]}]",,,,,,0,,,,,,,,
6218,altech pp-h a 1000/546 fr,25,5,1,COMPETITOR_GRADE,,,,,,,,,,altech pp-h a 1000/546 fr,,,,,,,0,,,,,,,,
6219,polyamide 6/12,14,2,1,POLYMER,,,,pa612,,,,,,,,,,,,,0,,,,,,,,
6220,alternative for ultramid 8272g hs bk-102,40,6,1,COMPETITOR_GRADE,,,,,,,,,,ultramid 8272g hs bk-102,,,,,,,0,,,,,,,,
6221,alternative for wellamidgf33a099-hrbk,37,3,1,COMPETITOR_GRADE,,,,,,,,,,wellamidgf33a099-hrbk,,,,,,,0,,,,,,,,
6222,tesla - tm-1006 102160,22,4,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""tesla"", ""certs"": [""tm-1006 102160""]}]",,,,,,0,,,,,,,,
6223,offset for apinat dp2125,24,4,1,COMPETITOR_GRADE,,,,,,,,,,apinat dp2125,,,,,,,0,,,,,,,,
6224,dbl556234 and pvc,17,3,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""mercedes-benz"", ""certs"": [""dbl556234""]}]",,,,,,0,,,,,,,,
6225,alternative for radiflam a rv300 af 830 br,42,8,1,COMPETITOR_GRADE,,,,,,,,,,radiflam a rv300 af 830 br,,,,,,,0,,,,,,,,
