idx,query,filler_names,load_value,load_min,load_max
11229,product needed is pa66 with either glass fibers or ptfe. will be used for tailgate spring sleeve,glass fiber,,,
11233,"1. polymer base select pps, 2. gf / md select yes, 3. select certification as gmw17521p-pps-gf40-type 2 auto approval",glass fiber | mineral,,,
11262,"material with pa 6t,66 longaramidfiber 45 - 79",long aramid fiber,45,45,79
11288,need an unfilled material for a suspension bellow application,unfilled,,,
11290,fiber glass combined fill 19 - 55%,glass fiber,19,19,55
11291,cnl 25%,,25,20,30
11308,stainless steel fiber natural organic fiber combined load upto 48 cpn4765ms50017 stellantis-chrysler,metal | natural organic fiber,48,,48
11312,5 va flamerated @ 0.9mm filler load min 92,,92,92,
11321,"ve, kepamid, combined fill >42 md carbon fiber",mineral | carbon fiber,42,42,
11377,"long steel non-halogenated pa6t,xt",long metal fiber,,,
11380,35% omnicarb,,35,30,40
11381,tesla 30flake long metal fiber,glass flake | long metal fiber,30,25,35
11387,min 20,mineral,20,15,25
11396,"looking for a pa 6t,6i gb max 37% with izod notched impact strength 6 kj/m²",glass beads,37,,37
11432,"nylon 6,10 un filled hydrostable",unfilled,,,
11464,"can you let me know grades meet following ctqs? 1. pps, 2. mold shrinkage 0.3~0.5 %, 3. comparative tracking plc 4, 4. total filler content 65%, 5. gf and mf?",glass fiber | mineral,65,60,70
11474,highest ball pressure test iec 60695-10-2 (°c) or compression set mi in the range of 102-150 good laser marking without glass fiber,unfilled,,,
11479,show me grades that are free from graphite,unfilled,,,
11485,cd or metal tesla,carbon powder | metal,,,
11492,gs + long carbon fiber materials,glass flake | long carbon fiber,,,
11511,"laf min thickness 0.1, 174 rti elec",long aramid fiber,,,
11529,styrene-ethylene-butadiene-styrene gb,glass beads,,,
11537,total content <52 lp available in asia pacific,,52,,52
11540,"filler load upto 33% in pa6,10",,33,,33
11561,pp talc filled,mineral,,,
11563,"cfr/gf, long carbon fiber 5 vb",cfr-gf | long carbon fiber,,,
11570,full load 14 - 48 139°c relativethermalindex @ 1mm,,14,14,48
11577,pa66 gf50% zytel black,glass fiber,50,45,55
11578,pps unreinforced,unfilled,,,
11605,can you recommend a uv resistant long fiber reinforced pp grade that is approved for auto interior,long glass fiber,,,
11614,unfilled shore d > 41,unfilled,,,
11633,a pa6t-6i with td total fill of 52 with range +/-27,mineral,52,25,79
11643,grades with filler content = 25% and contains graphite fiber and application = beer machine,graphite fiber,25,20,30
11649,can you recommend a thin wall carbon fiber >56% nylon 6/12 grade that is approved for auto lighting,carbon fiber,56,56,
11674,polyamide 66/6 gf combined load <36 with good warp resistance,glass fiber,36,,36
11690,"looking for a pa10,10 38% full load with cut=85",,38,33,43
11768,visual fx cd total content range 49 to 85,carbon powder,49,49,85
11777,gf with amorphous properties,glass fiber,,,
11778,"i need an offer for unfilled celcon, with min 7 kj/m2 notched charpy.",unfilled,,,
11785,"seeking a light weight, thermally conductive unfilled material? which materials have all of the mentioned properties",unfilled,,,
11792,lcf cpn 1586 ms db 100,long carbon fiber,,,
11798,more than 50% filler content,,50,50,
11811,"resin for tailgate protective tube housing gf, mvr - 15, ball intention hardness - 145",glass fiber,,,
11818,need unfilled material for suspension bellow,unfilled,,,
11824,mineral filled lcp with ul yellow card at 0.4mm thickness and flame class rating of v0,mineral,,,
11838,looking for lcp with graphite fiber for use in beer machine. need coefficient of linear thermal expansion ( parallel ) of 9.0 e-6 cm / cm / celsius,graphite fiber,,,
11854,polystyrene 23 long metal fibre and 42 long carbon fiber,long metal fiber | long carbon fiber,65,60,70
11864,pa6t/lgf30,long glass fiber,30,25,35
11931,sbs carbonfilled,carbon fiber,,,
11936,celanese glass fiber laser marking dielectric constant,glass fiber,,,
11940,"light weight"" ""thermally conductive"" ""unfilled",unfilled,,,
11945,"25% gf, frianyl",glass fiber,25,20,30
11947,15min with pa,mineral,15,10,20
11966,polymer unfilled low density thermally conductive,unfilled,,,
11968,i want a long glass fiber grade that is low odor and meet gmw15890p-pp-gf30e,long glass fiber,,,
11997,"show me pom grades that are unfilled, have an sg of 1.4 and an mvr of 8.4 cm^3/10min",unfilled,,,
12063,"v1, unfilled, thermally conductive",unfilled,,,
12071,aramid fortron,aramid fiber,,,
12072,"tensile creep modulus standard, tape flex strength in the range of 773 to 1099 mpa, laser direct structuring, un-filled",unfilled,,,
12074,looking for a sebs with the hot-wire ignition (hwi) at a thickness of 0.50 to 0.55 mm and filler content of 50% for a fastener for air conditioner,,50,45,55
12080,can you recommend a long fiber reinforced aytel htn grade?,long glass fiber,,,
12094,"mid, cra, cf metal >46%",carbon fiber | metal,46,46,
12107,60%fp,,60,55,65
12113,material with total filler load of 50,,50,45,55
12122,which 30% glass filled pa can i use for a high heat application,glass fiber,30,25,35
12125,material with combined fill min 35,,35,35,
12128,"lcp, 45% ( min + gf ) , clti 3, microwave oven",mineral | glass fiber,45,40,50
12131,vo flammability rating class @ 6mm total filler load min 87 long metal fiber aramid fiber,long metal fiber | aramid fiber,87,87,
12146,i am looking for a glass fiber and mineral filled material to use in an automotive camera base that has tensile modulus greater than or equal to 21000 mpa and meets gmw17521p-pps-gf40-type 2 specs,glass fiber | mineral,,,
12168,ve pultrusion full load <25 short fibre whisker,glass fiber | whisker,25,,25
12172,45% total mineral and glass fiber filled and liquid crystal polymer (lcp) and comparative tracking index of plc 3 and used in microwave oven applications,mineral | glass fiber,45,40,50
12181,"find grades with application = automotive camera base and glass fiber filled and mineral filled and ten mod = 21,500 mpa and has comparative tracking plc 4",glass fiber | mineral,,,
12188,"pa 6t,6i continuous carbon fiber glass beads 47% to 73%",continuous carbon fiber | glass beads,47,47,73
