idx,query,filler_names,load_value,load_min,load_max
24870,i am searching for a 25% graphite fiber filled grade with a clte of 9.0e-06/c and compressive modulus of 9000mpa,graphite fiber,25,20,30
24871,50% glass fiber reinforced celanyl with flex modulus of 18 gpa or higher and is compatible for use in a water meter housing.,glass fiber,50,45,55
24873,"first select pa66 as base polymer, select glass fiber as filler and ptfe as additive, density setting as 1.48g / m3, charpy strength is above 50 kj/m2",glass fiber,,,
24876,25% graphite fiber filled vectra with a compressive modulus >= 9000,graphite fiber,25,20,30
24878,glass filled lcp,glass fiber,,,
24880,30% long glass fiber filled material grade that meets auto spec gmw15890p-pp-gf30e to be utilized in a seat head cover box for automobiles,long glass fiber,30,25,35
24883,need material 25% filled with cf,carbon fiber,25,20,30
24886,please recommend an unfilled cn grade with n charpy of about 7 kj/m2. thank you !,unfilled,,,
24887,i want a glass fiber filled grade that meets an automotive specification vw50125 for use in a tailgate protective tube housing.,glass fiber,,,
24891,45% mineral and glass filler lcp & cti <= plc3 used in microwave oven,mineral | glass fiber,45,40,50
24907,unfilled pbt,unfilled,,,
24914,"clte 9.0e-6 / c, 25% graphite fiber, cm 9000mpa",graphite fiber,25,20,30
24922,looking for long gf material that can meet gmw15890p-pp-gf30e and low odor,long glass fiber,,,
24926,reinforced pom with good dimensional stability,,,,
24935,what are your 30%gf pa6 grades?,glass fiber,30,25,35
24936,pp-gf40,glass fiber,40,35,45
24940,pps gf md 65% shrinkage cti,glass fiber | mineral,65,60,70
24941,"pp with gf30, approved gmw15890p",glass fiber,30,25,35
24943,pa66 with 30%glas,glass fiber,30,25,35
24944,looking for an unfilled elastomer for a suspension bellow,unfilled,,,
24945,"lower clte value than the polycarbonate they use today ( 0.65 x 10-4/k ) . they would like to find one that is 40% to % 50 less, also, grade without glass fiber ( the glass is too shiny in the sun ) .",unfilled,,,
24949,what pa6 material is unfilled and thermally conductive,unfilled,,,
24954,pp with an hb75 flammability classification at a thickness of 1.5 mm with filler content of 50%,,50,45,55
24957,pps gf30,glass fiber,30,25,35
24961,pom-gf,glass fiber,,,
24963,i want a 50% short glass fiber filled grade that meets nsf 61 certification at 23degc and has a water absortion ~2.9% and a continuous service temp of 130degc,glass fiber,50,45,55
24965,unfilled celcon grade,unfilled,,,
24968,glass fiber long,long glass fiber,,,
24973,i am looking for an unreinforced celcon with a notched charpy impact result of 7 kj/m^2,unfilled,,,
24993,"pa66, frianyl, gf",glass fiber,,,
24995,v0 with gf and mineral improved and comparative tracking index rating plc3,glass fiber | mineral,,,
24997,"15% gf filled, flexural strength 158mpa, lds",glass fiber,15,10,20
24998,pbt 30% glass fiber,glass fiber,30,25,35
25004,"need a glass and mineral filled polyphenylene sulfide ( pps ) , tensile modulus must be at least 21500 and acceptable shrinkage is in the range of 0.3 to 0.5",glass fiber | mineral,,,
25007,need a pa6 with the hot-wire ignition (hwi) at a thickness of 0.025 to 0.028 mm and no filler for a dosing pump for chemicals,unfilled,,,
25011,pa46 with gf50,glass fiber,50,45,55
25014,need unfilled material for suspension bellow,unfilled,,,
25019,30% glass fiber reinforced pps,glass fiber,30,25,35
25022,tensile modulus >= 210000 mpa ) and ( filler = glass fiber and mineral ) and ( gmw17521p-pps-gf40 ) and ( automotive camera,glass fiber | mineral,,,
25024,"this would be more of a conversation type, , chatbot: welcome..., me: i am looking for a unfilled celcon grade, chatbot: ok, what other features would you like for that grade to have, me: i would like the grade to also be wear resistant and have a density of 1.",unfilled,,,
25025,"recommend unfilled grade with density 0.95, mol. wt. 600k, avg particle size 120",unfilled,,,
25026,ppa gf45,glass fiber,45,40,50
25028,"pa66 + 25% gf, ul listing @ 0.4mm v0, gwit > 725 gwfi 960c for terminal block",glass fiber,25,20,30
25030,i want a vectra grade with 25% graphite fiber that has a compressive modulus >= 9000,graphite fiber,25,20,30
25045,pp - gf25% black made in us general purpose copolymer,glass fiber,25,20,30
25046,pa aramid,aramid fiber,,,
25070,"25% glass fiber filled, flame retardant material meeting renault's ub22c specifications.",glass fiber,25,20,30
25071,which grades of celstran pp gf30 are low emission?,long glass fiber,30,25,35
25078,tds crastin sk605 30% gf,glass fiber,30,25,35
25079,pps 40% glass fibers in brown,glass fiber,40,35,45
25080,do you have a glass and mineral filled pps approved to gmw12345,glass fiber | mineral,,,
25087,requesting frianyl that is 25% glass fiber filled,glass fiber,25,20,30
25090,ppa gf30 ul94 v0,glass fiber,30,25,35
25097,unreinforced tc v0 low density,unfilled,,,
25099,recommend a 30% celstran grade for an automotive seat head cover box.,,30,25,35
25103,pps gf+mineral 65% black,glass fiber | mineral,65,60,70
25104,pa66-gf30 grade for avss application,glass fiber,30,25,35
25105,a flame retardand and glass fiber reinforced pa66 compound,glass fiber,,,
25114,unfilled pbt with 5va rating at 1.5mm,unfilled,,,
25125,unreinforced material with a modulus of minimum 3000 mpa,unfilled,,,
25129,customer is looking for a gf filled lcp material,glass fiber,,,
25141,pps gf and mineral reinforced,glass fiber | mineral,,,
25151,do we have pp 30% gf with at least 30% recycled content,glass fiber,30,25,35
25156,unfilled pom of mvr ~ 8.4 cm^3/10min and specific gravity ~1.4,unfilled,,,
25158,i want a 50% short glass fiber filled grade that meets nsf 61 certification at 23degc and has a water absortion - 2.9% and a continuous service temp of 130degc,glass fiber,50,45,55
25159,65% mineral filled pa66,mineral,65,60,70
25161,"application : suspension bellow, unfilled grade",unfilled,,,
25166,alternate to totay pa66 gf30,glass fiber,30,25,35
25173,find vectra grade with graphite fiber with clte parallel of 9.0e-6 cm / cm / deg c and application = beer machine part,graphite fiber,,,
25179,25% graphite fiber vectra with compressive modulus >=9000,graphite fiber,25,20,30
25182,"glass fiber, pom, low warpage etc..",glass fiber,,,
25186,pa gf30 food contact,glass fiber,30,25,35
25191,i would be looking for frianyl pa66 with glass fiber for application pump in a washing machine.,glass fiber,,,
25192,pbt gf eco-r,glass fiber,,,
25195,flame rating at a thickness of 0.050 to 0.060 mm for push on bushing for dishwasher with filler content of 10%,,10,5,15
25199,"what pe materials are unfilled, have molecular weight of about 600,000 and a particle size of 120?",unfilled,,,
25200,pa66 35% iso 1043,,35,30,40
25206,"i have a customer looking for a pom, unfilled , specific gravity of 1.4 g/cc and melt volume rate of 8.4. cubic centimeter per 10 minutes. what can we propose",unfilled,,,
25209,"glass fiber, pom, low warpage etc.",glass fiber,,,
25216,pa66 gf30 for cooling,glass fiber,30,25,35
25222,short glass fiber and mineral filled grade to use in an auto camera base application and has a cti plc 4 and tensile mod = 21500,glass fiber | mineral,,,
25228,"arc resistance of plc3 , pom , glass fiber",glass fiber,,,
25233,"kepital, unfilled",unfilled,,,
25237,30% glass filled pa66 zytel,glass fiber,30,25,35
25264,"i want a grade with 25% glass bead filler, a mold shrinkage < 1.4 and a tensile mod > 3700 that could be used in a paint can nozzle",glass beads,25,20,30
25268,tecnopreneÃ‚Â® hf gf/30 v0,glass fiber,30,25,35
25271,pa6 glass beads 30,glass beads,30,25,35
25273,pa66 gf50% zytel,glass fiber,50,45,55
25274,unfilled thermally conductive material with ul v0 rating,unfilled,,,
25276,glass fiber mvr 15,glass fiber,,,
25277,40% gf pps,glass fiber,40,35,45
25278,i would be looking for lcp with 45% total filler load with mineral & glass fiber filled. application would be microwave oven. comparative tracking index plc 3.,mineral | glass fiber,45,40,50
25279,"material according to wss-m98p14-a7, 50% gf, density = 1410, tensile modulus >= 2750mpa",glass fiber,50,45,55
25283,recommend a pa6 gf30 with high heat properties in color black,glass fiber,30,25,35
25284,find unfilled grades for libs that are chemically resistant and process = porous sintering.,unfilled,,,
25285,"25% graphite fiber, =wear resistance, beer machine part",graphite fiber,25,20,30
25292,flame retardant unreinforced density,unfilled,,,
25301,"fortron, glass fiber, 40%",glass fiber,40,35,45
25303,looking for laser direct structuring gf15% grade with flexural strength of 158mpa,glass fiber,15,10,20
25306,ppa gf35,glass fiber,35,30,40
25309,"wss-m98p14-a7, unfilled",unfilled,,,
25313,ot pbt fr gf30-23001,glass fiber,30,25,35
25315,"applications: part in a beer machine , material full filing:, -filler content 25% , -graphite filler",graphite fiber,25,20,30
25318,"pa6, mineral reinfoced, conductive, flame retardant",mineral,,,
25319,what is unfilled porous sintering grade that is chemically resistant and can be used in a li-ion battery separator?,unfilled,,,
25320,what is 40% reinforced material with glass filler that has an hdt of 270 deg c ( 1.8 mpa ) and a flex modulus of 14700 and a volume resistivity > 1.0e15? are there others,glass fiber,40,35,45
25326,fr nh pa6 gf30,glass fiber,30,25,35
25331,need a 25 gb material for a paint can nozzle that has a max shrinkage of 1.4% and ten mod of at least 3700,glass beads,25,20,30
25338,"1. polymer base select pps, 2. gf / md select yes, 3. select certification as gmw17521p-pps-gf40-type 2 auto approval",glass fiber | mineral,,,
25339,"gmw17521p-pps-gf40-type 2, gf + min, <= 21000mpa, use automotive camera base",glass fiber | mineral,,,
25340,unreinforced medical grade pbt,unfilled,,,
25345,what is a reinforced material containing both glass fiber and mineral?,glass fiber | mineral,,,
25347,"i need a celanyl material that is 45% glass fiber filled with polytetrafluoroethylene, has a density of 1.48 g/cm3 and charpy impact strength of greater than 50 kj/m2.",glass fiber,45,40,50
25359,pa6 gf30 v2,glass fiber,30,25,35
25360,suggest a material with 25% graphite fiber load,graphite fiber,25,20,30
25361,find grade with wear resistance with 25% graphite fiber for application = beer machine,graphite fiber,25,20,30
25362,pps gf,glass fiber,,,
25364,glass fiber reinforced pa66,glass fiber,,,
25368,"searching for an acetal, melt volume rate 8,4, unfilled, approved by gmw16924p-pom-c2 auto spec, offset of delrin 527uv nc010.",unfilled,,,
25370,"graphite fiber, filler content 25%, wear resistance, liquid crystal polymer",graphite fiber,25,20,30
25371,"long glass fiber filled, low odor material that meets auto spec gmw15890p-pp-gf30e",long glass fiber,,,
25372,lpc or zenite grades with ds =3.7 & gf & platable,glass fiber,,,
25378,graphite fiber filled vectra with a clte-parallel of 9.0e-6/c for use as a beer machine component,graphite fiber,,,
25387,pa6 grade with no filler materials that has a ball pressure result >200,unfilled,,,
25394,laser markable unfilled nylon,unfilled,,,
25403,"find unfilled pe-hmw with mol wt = 600,000 with aps = 120",unfilled,,,
25407,"pom, unfilled, notched charpy ~ 7",unfilled,,,
25408,need a frianyl pa66 with gf,glass fiber,,,
25415,need glass fiber and mineral filled material,glass fiber | mineral,,,
25416,nylon 66 pa 66 glass fiber wear friction,glass fiber,,,
25418,pa6 gf30 v0,glass fiber,30,25,35
25419,lcp + platable + glass fiber reinforced + dielectric contant = 3.7,glass fiber,,,
25421,pa66 gf7%,glass fiber,7,2,12
25427,"what glass filled pa6 meets automotive spec vw50125, glass filled, 20% filler content",glass fiber,20,15,25
25428,pps + 40% gf + hdt 270 @ 1.8mpa + volume resistivity > 10^15,glass fiber,40,35,45
25433,"combined load of 35, glasss fiber",glass fiber,35,30,40
25434,gf-30 uv,glass fiber,30,25,35
25436,pom with mineral,mineral,,,
25437,"unfilled pom, wss-m98p14-a7 qualified",unfilled,,,
25443,material that is 40% glass filled with a flex modulus of 14700mpa and a dtul at 1.8mpa of 270c and a volume resistivity greater than 1.0e15,glass fiber,40,35,45
25444,pa66 / gf = 25,glass fiber,25,20,30
25452,find a thermally conductive unfilled pa6 for use in light aligner,unfilled,,,
25460,"need a recommendation for a gf material for a tailgate protective tube housing with mvr = 15 cm3/10min, ball indent hardness = 145 mpa",glass fiber,,,
25468,25% graphite fiber filled grade,graphite fiber,25,20,30
25471,paa gf30,glass fiber,30,25,35
25474,"resin for tailgate protective tube housing: gf, mvr ~15, ball intention hardness ~ 145",glass fiber,,,
25484,glass filled zytel,glass fiber,,,
25489,pa66 gf30 v0,glass fiber,30,25,35
25497,"need grade with ul-v0, cf reinforce, high modulus grade",carbon fiber,,,
25500,unfilled pom that meets gmw16924p-pom-c2,unfilled,,,
25502,glass fiber and mineral filled grade to use in a microwave oven that has a v0 flammability rating and a cti plc 3,glass fiber | mineral,,,
25504,25% reinforced plastic with glass fiber content and laser markability and a v0 rating,glass fiber,25,20,30
25505,"we are manufacturing protective housings for the tailgate. for new project we are looking for material reinforced with gf, mvr about 15, and ball hardness minimum 145 mpa. any ideas ?",glass fiber,,,
25508,"gf zenite, low dk/df",glass fiber,,,
25513,a part for a beer machine requires 25% graphite fiber content and good wear resistance. what materials can you suggest,graphite fiber,25,20,30
25518,"primarily, i would use ""tensile modulus between 2500 and 3500 mpa"" for, pbt for example, 3000mpa could indicate a low glass reinforced grade, so i may also search for 5-10% glass fiber reinforced especially. for other materials, this could be an unreinforc",glass fiber,,5,10
25522,"application beer machine, graphite fiber filler content 25%",graphite fiber,25,20,30
25524,pbt hydrolysis resistance gf30%,glass fiber,30,25,35
25528,"application = paint can nozzle, mold shrinkage < 1.4, tensile modulus > 3700, glass bead filler = 25%",glass beads,25,20,30
25529,please find 25% graphite fiber filled polymer with compressive modulus of 9000 mpa and clte of 9.0e - - 6 / c,graphite fiber,25,20,30
25531,pa66 +gf5%,glass fiber,5,0,10
25539,25% glass bead filled celcon pom with low warpage,glass beads,25,20,30
25544,crastin gf10 und gf20,glass fiber | glass fiber,30,25,35
25556,40% glass fiber lcp,glass fiber,40,35,45
25558,50% short glass fiber filled grade with water absorption of 2.9% and continurous service temperature of 130Ã‚Â°c and nsf61 certification at 23Ã‚Â°c,glass fiber,50,45,55
25559,25% reinforced plastic with graphite fiber for a part in a beer machine,graphite fiber,25,20,30
25562,"plastic renault ub22c, ev connector, hs, fr, glass filled",glass fiber,,,
25564,"50% glass filled material, meeting wss-m98p14-a7 auto specs, with rho of 1410 and tensile modulus of 2750",glass fiber,50,45,55
25569,long fiber reinforced (30wt%) celstran for automotive seat head box.,long glass fiber,30,25,35
25573,find a celcon pom grade with 25 percent glass bead filler,glass beads,25,20,30
25585,ecomid with gf30,glass fiber,30,25,35
25595,need to find a material with 25% cd filler with compressive modulus of 9000mpa and clte of 9.0e-6 / c,carbon powder,25,20,30
25596,"lcp, 45% , cti > 175",,45,40,50
25631,"60% gf or mineral filled, tensile moduls 21500, plc 4",glass fiber | mineral,60,55,65
25632,pa6 gf50,glass fiber,50,45,55
25633,pbt-gf30 lds,glass fiber,30,25,35
25634,pps gf+md 55%,glass fiber | mineral,55,50,60
25635,pp-lgf30,long glass fiber,30,25,35
25636,30% long glass fiber,long glass fiber,30,25,35
25645,40% glass filled pps nsf,glass fiber,40,35,45
25659,polyamide 666 td total content ranging between 35% - 45% high heat conditions,mineral,,35,45
25668,cfr gf total load of 49 with +/-18% range materials,cfr-gf,49,31,67
25677,nylon 6/12 td with good uv-stabilized,mineral,,,
25696,"strain at yield 50mm/min low tensile stress at 100% elongation iso 37 perpendicular (mpa) greater than 3.76 tribological longaramidefibre 25, glass fiber 35",long aramid fiber | glass fiber,60,55,65
25703,"linear expansion factor (normal) (medium), charpy double notched impact strength (193) in the range of 15%, medgrade, af and whisker full load ranging between 18% - 78%",aramid fiber | whisker,,18,78
25713,"moldingshrinkage,parallel=average, density from 536 to 958kg/mÃ‚Â³, high mv, non filled",unfilled,,,
25727,mouldshrinkagenormal=average and aramide fiber and long carbon fiber,aramid fiber | long carbon fiber,,,
25729,"abistir, sofpur, 46 total load",,46,41,51
25731,load <45% crush test > 20 henhouses-furlong/fortnight,,,,45
25732,laser direc structuring styrene-ethylene-butadiene-styrene whisker,whisker,,,
25736,looking for a thermoplastic elastomer long fibre aramidfiber with combined fill 83 with highest mv,long glass fiber | aramid fiber,83,78,88
25743,looking for a polyamide full load upto 38% with average clte,,,,38
25759,"looking for a nylon 6t,66 long glass fibre and long carbon fiber with dtul of 220 Ã‚Â°c",long glass fiber | long carbon fiber,,,
25763,continuous fiber and whisker with total filler load 67 mp01lg01,long glass fiber | whisker,67,62,72
25764,gb long aramid fiber full load <83 in 6t6i,glass beads | long aramid fiber,,,83
25794,"can you recommend a creep resistant gs total fill of 29% - 55% pa6,6 grade that is approved for cylindehead cover",glass flake,,29,55
25796,"5 natural organic fiber, 11% longglassfiber gmw15816p-tpv-epdm+pp-class-i-type-6",natural organic fiber | long glass fiber,16,11,21
25797,nylon 612 long aramid fiber long carbon fiber filler load >97%,long aramid fiber | long carbon fiber,,97,
25798,"charpy notched impact strength: highest, volume resistivity - 1.00e+15 ohm.m, lead-free reflow solderable, unfilled",unfilled,,,
25827,can you recommend a impact modification td max 36 acetal grade that is approved for hvac air filtration housing,mineral,,,36
25833,material with gs min 45,glass flake,,45,
25842,"gf 11%, aramid fiber 14% vw 50133 pa66-5-a",glass fiber | aramid fiber,25,20,30
25843,material with total content 58 - 76%,,,58,76
25846,combined fill upto 61% mineral q jly j7110166b 2017 geely,mineral,,,61
25859,lead-free reflow solderable smah combined load min 82% cf,carbon fiber,,82,
25888,"nylon 10,10 lcf min 45",long carbon fiber,,45,
25906,"laf, long metal fiber cp available in asia",long aramid fiber | long metal fiber,,,
25907,"tape tens mod =moderate, limiting oxygen - 30.37 %, low emissions, cft metal",long glass fiber | metal,,,
25913,long glass fibre in the range of 46 - 58 tribological modified pa 6-6,long glass fiber,,46,58
25921,material with continuous carbon fiber + long metal fiber,continuous carbon fiber | long metal fiber,,,
25929,at zyt and cf 35 long glass fiber 44,carbon fiber | long glass fiber,79,74,84
25936,45 total load steam sterilization,,45,40,50
25938,gb natural organic fiber redugloss pamxd6,glass beads | natural organic fiber,,,
25939,q/jly j7110166b-2017 geely combined fill upto 80%,,,,80
25943,selar celanex full load 65%,,65,60,70
25945,"gs and carbon fiber with combined fill 59 in pa6t,xt",glass flake | carbon fiber,59,54,64
25947,rigidity=standard and burst strength greater than or equal to 184kn/m excellent static with cft full load max 67,long glass fiber,,,67
25948,combined load min 75 nylon 66/6t,,,75,
25953,flexible good charpy impact strength (notch) - 6.10e+08 recycle gf 8% / longcarbonfiber 44%,glass fiber | long carbon fiber,52,47,57
25954,uv resistent td at least 35%,mineral,,35,
25963,md + glass fiber lead-free soldering resistance acetal,mineral | glass fiber,,,
25965,pa 12 fiberglass or long carbon fiber heat tolerant,glass fiber | long carbon fiber,,,
25969,polyphenylene sulphide long fiber glass less than 32 anti-uv,long glass fiber,,,32
25974,factor vectra load <72 md,mineral,,,72
25975,material with cd,carbon powder,,,
25986,total filler load max 89% ms220 05 c hyundai,,,,89
25997,total filler load greater than 45% gmw15890p-pp-gf30e,,,45,
25999,material with nylon 6t/6i combined fill less than 28% glass sphere long aramid fiber,glass beads | long aramid fiber,,,28
26019,looking for a thermoplastic polyurethane cfr/gf 34% / glass fiber 37% with ac - excellent,cfr-gf | glass fiber,71,66,76
26033,a poly-m-xylylenadipamid with combined load min 34 long fibre glass,long glass fiber,,34,
26037,service temperature short term 113 and high impact grade medium flow and sr with un filled,unfilled,,,
26039,can you recommend a uv stability total content >47% ld-pe grade that is approved for control valve for carbon cannister,,,47,
26043,glass sphere total filler load at least 59 heat stabilised pp-epdm,glass beads,,59,
26059,glass balls carbon fiber filler load >51% lasermarkable nylon,glass beads | carbon fiber,,51,
26092,carbon or long aramid fiber laser transmission acrylonitrile-butadiene-styrene,carbon | long aramid fiber,,,
26102,clarifoil forprene and gr,glass fiber,,,
26118,"excellent - cut, df 1mhz - 3705e-4, low viscosity, short fiber aramidfiber",glass fiber | aramid fiber,,,
26131,no filler vw50136,unfilled,,,
26135,olefinic thermoplastic elastomer load min 24 uv stabilise,,,24,
26147,material with ss,metal,,,
26148,looking for a copolyester elastomer af glass fiber greater than 65 with charpy impact strength (double notch) - lowest,aramid fiber | glass fiber,,65,
26160,polyformaldehyde carbon + aramidfiber esd modified,carbon | aramid fiber,,,
26172,long metal fiber total content 26% to 38% lx pa 6,long metal fiber,,26,38
26177,"high mold shrinkage (md) or density, glass of 77",glass fiber,77,72,82
26185,total content max 55 wss-m4d865-b1,,,,55
26200,load less than 47 acid resistant uhmwpe,,,,47
26206,vandar stirofor lcf range 25 to 81,long carbon fiber,,25,81
26248,td whisker max 48 flammability rating class: v-0,mineral | whisker,,,48
26251,cope td glass fiber with range of 43 - 59,mineral | glass fiber,,43,59
26279,lgf polyphthalamide,long glass fiber,,,
26283,gb and long metal fiber 62 with range 16% materials,glass beads | long metal fiber,62,46,78
26294,combined fill <28 cpn 2425 ms 50103 stellantis-chrysler,,,,28
26296,cf grades,carbon fiber,,,
26299,ecomid thermx load of 38,,38,33,43
26302,md in styrene-butadiene-styrene,mineral,,,
26311,load less than 37% in polyamide 610,,,,37
26315,plasti mf,mineral,,,
26346,td long metal fiber filler load >37 in polyamide 10-10,mineral | long metal fiber,,37,
26362,rtie (64) total fill range 41 to 65,,,41,65
26363,gr grades,glass fiber,,,
26373,a thermoplastic polyurethane with gs metal load upto 55%,glass flake | metal,,,55
26377,materials with short fiber long metal fiber min 80,glass fiber | long metal fiber,,80,
26387,long fibre glass anti-heat humidity (strong) stress at 50% deformation of 29 mpa,long glass fiber,,,
26393,longfiber metal 60% with 7% range low-e weak break strain 50mm/min or bulkdens maximum mechanical strength 10379,long glass fiber | metal,60,53,67
26394,"combined fill 73 nylon 6,10",,73,68,78
26431,ppa long ss fiber and glass fiber environmentally friendly,long metal fiber | glass fiber,,,
26442,stirofor vitaldose and mf,mineral,,,
26449,pa total fill at least 88%,,,88,
26489,total load <61 stainless steel fiber long aramid fiber qmtt2 listing,metal | long aramid fiber,,,61
26532,mts f01 02 001 a3 changan carbon fiber min 92%,carbon fiber,,92,
26535,without filled vw 44045,unfilled,,,
26540,looking for a hmw-pe metal 12% / long carbon fiber 20% with loi (28.73%),metal | long carbon fiber,32,27,37
26551,51%gs long glass fiber sikamid available in asia,glass flake | long glass fiber,51,46,56
26560,blue ridge sofpur without glass fiber,unfilled,,,
26568,coolpoly pibifor metal whisker range 57 to 73%,metal | whisker,,57,73
26569,"looking for a nylon 6,10 md less than 54 with tape flexural strength in the range of 503 - 657",mineral,,,54
26580,dk 100hz moderate + total fill upto 51,,,,51
26601,a pa6t/6i with longglassfibre,long glass fiber,,,
26605,cf total load of 46 with +/-23 stable to weather low loss angle 100hz and vicat charpy notched impact of approximately 81.96 kj/mÃ‚Â²,carbon fiber,46,23,69
26623,"elongation break 5mm/min (lowest), elongation at break in the range of 696-1449percentage, anti thermal shock, total load <86%",,,,86
26629,lowest izod notched impact strength tape tensile strength of approx 1880 mpa good friction cfr/cf total content greater than 72%,cfr-cf,,72,
26634,loi between 15 to 27 % and high contains recycle izod unnotched: highest with long glass fiber ranging between 9 - 51,long glass fiber,,9,51
26636,relative permittivity lowest long metal fiber and carbon fiber,long metal fiber | carbon fiber,,,
26653,stellantis-chrysler glass fiber total load upto 29,glass fiber,,,29
26655,total content upto 52 mf long carbon fiber wssm4d1038a1 ford,mineral | long carbon fiber,,,52
26665,materials with af total load ranging between 16 - 44,aramid fiber,,16,44
26675,"mi low, 60% total fill",,60,55,65
26695,"ateva, talcoprene, total content of 70 with +/-18",,70,52,88
26736,"gmw16720p-pe reinforced, glass beads",glass fiber | glass beads,,,
26763,nominalbreakstrain=low + total load range 55 to 75%,,,55,75
26770,tape thickness iso 16012 (mm) (average) dissipation factor 100hz <2413 surface mount solderable carbon powder or long aramid fiber,carbon powder | long aramid fiber,,,
26772,lowest melt mass flow rate and nominal break elongation full load 53 with range 5,,53,48,58
26774,high-current ignition @ 3 plc 1 md 73%,mineral,73,68,78
26782,looking for a pa 6t/xt long fiber glassbeads less than 20% with moderate tensile creep modulus and tensile strength at break,long glass fiber | glass beads,,,20
26786,material with total fill of 37 with range +/-13,,37,24,50
26831,combined load upto 37% cf stabilisation for copper contact,carbon fiber,,,37
26844,without glass anti-water pa 666,unfilled,,,
26859,material with full load max 81% td,mineral,,,81
26872,aramid reinforced,aramid fiber,,,
26875,"long fiberglass naturalorganicfiber chem resistance pa 6,12",long glass fiber | natural organic fiber,,,
26881,aramide fibre48% whisker recycled content polyether,aramid fiber | whisker,48,43,53
26887,hostaform vectra and natural organic fiber + whisker,natural organic fiber | whisker,,,
26888,looking for a acetal long steel fiber and mineral with mfr: 264.52,long metal fiber | mineral,,,
26890,pa total load min 36 gs carbon powder,glass flake | carbon powder,,36,
26901,materials with mineral combined load <49,mineral,,,49
26935,zenite vitaldose total fill less than 45 laf,long aramid fiber,,,45
26947,great wall motor md,mineral,,,
26956,mf nio,mineral,,,
26957,looking for a polyamide 6-10 glass filled - 53% with molding shrinkage normal =medium,glass fiber,53,48,58
26963,materials with total load >47 cfrcf,cfr-cf,,47,
26965,lw gs mineral,glass flake | mineral,,,
26978,nylon 1010 load 15% to 65% lubric,,,15,65
26981,organic fiber chem resistance pa 66,natural organic fiber,,,
26998,"aramidefiber glass fiber 5 vb, 0.6mm thickness",aramid fiber | glass fiber,,,
27011,poly(vinylidene fluoride) sf less than 83 chemical resistance,metal,,,83
27049,weak tensile strength at break at 5mm/min and whisker load 51 - 67,whisker,,51,67
27066,"nylon 66,6t total content of 43 with range 16",,43,27,59
27072,thermal conductive = moderate and sr=1.74e+15ohm high lds with glasfiber aramid fiber max 74%,glass fiber | aramid fiber,,,74
27087,continuous glass fiber 22% natural organic fiber 28%,continuous glass fiber | natural organic fiber,50,45,55
27096,wear by sandslurry method = 155 and high high mv tensile stress at yield = highest with load <48 carbon fiber whisker,carbon fiber | whisker,,,48
27103,grades with filler load min 45,,,45,
27117,"dielectric loss at 100hz: low flexural strain at failure, tape 2.32 good acid resistant ss 6% + aramid fiber 41%",metal | aramid fiber,47,42,52
27120,ss 33 long glass fiber 39% cpn 4096 stellantis-chrysler,metal | long glass fiber,72,67,77
27123,sofprene sofpur and total fill max 69% continuous carbon fiber,continuous carbon fiber,,,69
27130,material with gs,glass flake,,,
27137,looking for a peld total fill of 70 with range 28% with poisson's ratio - average,,70,42,98
27145,mf carbon fiber anti acid pa66,mineral | carbon fiber,,,
27146,flex = medium + longcarbonfiber total load of 56 with +/-17 range,long carbon fiber,56,39,73
27171,n28 bn22-x009 short fiber,glass fiber,,,
27172,"pa 6,12 carbon powder 36 whisker 18",carbon powder | whisker,54,49,59
27190,highest cristalline thermoplastic rubber vulcanisate long metal fibre,long metal fiber,,,
27194,ss halogenated pa 6t-66,metal,,,
27196,loss tangent 1mhz in the range of 2088 - 4138 e-4 good light stabilised or stable to light full load 81% mold shrinkage md - strong,,81,76,86
27198,looking for a polyamide 12 9% carbon 20% long aramid fiber with relative permittivity iec 62631-2-1 1mhz = 19.1 in the range of 13 - 22,carbon | long aramid fiber,29,24,34
27201,nylon 66-6 stainless steel natural organic fiber full load greater than 55,metal | natural organic fiber,,55,
27211,cpn 2125 ms.50017 total load of 35 with 29 range,,35,6,64
27220,laf full load greater than 40% laprene available in americas,long aramid fiber,,40,
27222,cd or glass fiber in thermoplastic rubber vulcanisate,carbon powder | glass fiber,,,
27254,polyamide 6 long aramid fiber total fill range 38 to 94%,long aramid fiber,,38,94
27261,mi average and 22 md + 30 long carbon fiber,mineral | long carbon fiber,52,47,57
27267,parallel linear thermal expansion (highest) and dielectric loss 100hz 22.85 from 15-32 high pcr with 29%gs,glass flake,29,24,34
27274,"strong flexural stress at 3.5% or yield elongation 50mm/min, aramide fibre total fill of 40 with range 19",aramid fiber,40,21,59
27276,"dtul (excellent), cfrgf max 39",cfr-gf,,,39
27288,eqcl 67 2017 tpe 55d steel fiber glass fiber,metal | glass fiber,,,
27309,total fill at least 67 long fibre carbon fiber sm 51 010 c6,long glass fiber | carbon fiber,,67,
27311,pipelon sofpur gs glass fiber30%,glass flake | glass fiber,30,25,35
27321,"looking for a polyamide 6,10 total fill <45 steel fiber with linear expansion factor (parallel) >= 88e-6/k",metal,,,45
27327,material with cope total load greater than 45,,,45,
27348,"min thickness 0.9, 197 rti elec combined fill min 54",,,54,
27349,"ac (weak) vicat softing temp at 50Ã‚Â°c/h 10n: 178 good sliding long fibreglass, glass beads",long glass fiber | glass beads,,,
27352,material with 52cft,long glass fiber,52,47,57
