idx,query,property_name,property_type,value,min,max,unit,shape
25595,need to find a material with 25% cd filler with compressive modulus of 9000mpa and clte of 9.0e-6 / c,compressive modulus iso 604 (mpa),property,9000.0,8100.0,9900.0,mpa,banded (value +/- band)
25595,need to find a material with 25% cd filler with compressive modulus of 9000mpa and clte of 9.0e-6 / c,coefficient of linear thermal expansion (clte),property,9.0,8.1,9.9,e-6 / c,banded (value +/- band)
25596,"lcp, 45% , cti > 175",comparative tracking index (cti),ul_property,,175.0,,,open lower (>= min)
25618,"please list nylon 6, flexural modulus 10300, thruplane 1.3, fr ul v0",flexural modulus,property,10300.0,9270.0,11330.0,,banded (value +/- band)
25618,"please list nylon 6, flexural modulus 10300, thruplane 1.3, fr ul v0",thermal conductivity iso 22007-2 through plane (w/(m k)),property,1.3,1.17,1.43,,banded (value +/- band)
25618,"please list nylon 6, flexural modulus 10300, thruplane 1.3, fr ul v0",flame rating,ul_sub_property,v-0,,,,exact value only
25618,"please list nylon 6, flexural modulus 10300, thruplane 1.3, fr ul v0",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
25619,"density 1200 - 1800, fr ul hb",density iso 1183 (kg/mÂ³),property,,1200.0,1800.0,,explicit range
25619,"density 1200 - 1800, fr ul hb",flame rating,ul_sub_property,hb,,,,exact value only
25619,"density 1200 - 1800, fr ul hb",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
25620,detergent resistance f3,detergent resistance,ul_property,f3,,,,exact value only
25621,water approved lcp cti class 0 tm 335,comparative tracking index (cti),ul_property,plc 0,,,,exact value only
25621,water approved lcp cti class 0 tm 335,melting temperature iso 11357-1/-3 10Â°c/min (Â°c),property,335.0,301.5,368.5,,banded (value +/- band)
25622,"hwi plc 3, 2mm thichness",hot wire ignition (hwi),ul_sub_property,plc 3,,,,exact value only
25622,"hwi plc 3, 2mm thichness",minimum thickness (mm),ul_property,2.0,,,mm,exact value only
25624,"connector, powder, with watr absorbption between 0.3 and 1.7%, compression set of 24",water absorption sim. to iso 62 2mm (%),property,,0.3,1.7,%,explicit range
25624,"connector, powder, with watr absorbption between 0.3 and 1.7%, compression set of 24",compression set,property,24.0,21.6,26.4,,banded (value +/- band)
25625,"pa66, plc 0, electric strength of 45",electric strength iec 60243-1 (kv/mm),property,45.0,40.5,49.5,,banded (value +/- band)
25625,"pa66, plc 0, electric strength of 45",comparative tracking index (cti),ul_property,plc 0,,,,exact value only
25626,"high heat rsistance, clte 120, pehmw",coefficient of linear thermal expansion (clte),property,120.0,108.0,132.0,,banded (value +/- band)
25627,ul listed hytrel grades with 5vb classification,flame rating,ul_sub_property,5vb,,,,exact value only
25627,ul listed hytrel grades with 5vb classification,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
25628,"looking for pct vectra extrusion grade tape width of 5, with wear resistance., application : libs",tape width iso 16012 (mm),property,5.0,4.5,5.5,,banded (value +/- band)
25629,pa with tensile modulus tape higher than 5gpa and elongation bigger than 4%,tensile modulus astm d 3039 m tape 0Â° (mpa),property,,5.0,,gpa,open lower (>= min)
25629,pa with tensile modulus tape higher than 5gpa and elongation bigger than 4%,elongation,property,,4.0,,%,open lower (>= min)
25630,ppa with tensile modulus tape higher than 5000mpa and elongation bigger than 4%,tensile modulus astm d 3039 m tape 0Â° (mpa),property,,5.0,,mpa,open lower (>= min)
25630,ppa with tensile modulus tape higher than 5000mpa and elongation bigger than 4%,elongation,property,,4.0,,%,open lower (>= min)
25631,"60% gf or mineral filled, tensile moduls 21500, plc 4",tensile modulus,property,21500.0,19350.0,23650.0,,banded (value +/- band)
25631,"60% gf or mineral filled, tensile moduls 21500, plc 4",comparative tracking index (cti),ul_property,plc 4,,,,exact value only
25673,"pa sh d low, reduce carbon capture",shore d hardness iso 48-4 / iso 868 15s,property,low,,,,exact value only
25675,cecopoly gwi temperature at 5mm 711,glow wire ignition temperature,ul_sub_property,711.0,639.9,782.1,,banded (value +/- band)
25675,cecopoly gwi temperature at 5mm 711,minimum thickness (mm),ul_property,5.0,,,mm,exact value only
25676,standard - mi shock resistance,melt mass-flow rate iso 1133 (g/10min),property,standard,,,,exact value only
25679,need a grade with a dielectric str = 52 of -/+30% range,dielectric strength,ul_property,52.0,36.4,67.6,,banded (value +/- band)
25683,grade for structural for smart phone station (sps) display with f 2 durability,outdoor suitability,ul_property,f2,,,,exact value only
25689,grades that have flame rate: 5va,flame rating,ul_sub_property,5va,,,,exact value only
25689,grades that have flame rate: 5va,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
25696,"strain at yield 50mm/min low tensile stress at 100% elongation iso 37 perpendicular (mpa) greater than 3.76 tribological longaramidefibre 25, glass fiber 35",tensile stress at 100% elongation iso 37 perpendicular (mpa),property,,3.76,,,open lower (>= min)
25696,"strain at yield 50mm/min low tensile stress at 100% elongation iso 37 perpendicular (mpa) greater than 3.76 tribological longaramidefibre 25, glass fiber 35",tensile strain at yield iso 527-1/-2 50mm/min (%),property,low,,,,exact value only
25700,grades that have h20 absorption (1.07 %),water absorption sim. to iso 62 2mm (%),property,1.07,0.96,1.18,%,banded (value +/- band)
25702,nylon 12 with ac = 2.59kv/mm,electric strength iec 60243-1 (kv/mm),property,2.59,2.33,2.85,kv/mm,banded (value +/- band)
25703,"linear expansion factor (normal) (medium), charpy double notched impact strength (193) in the range of 15%, medgrade, af and whisker full load ranging between 18% - 78%",charpy double notched impact strength iso 21304-2 23Â°c (kj/mÂ²),property,193.0,164.05,221.95,,banded (value +/- band)
25703,"linear expansion factor (normal) (medium), charpy double notched impact strength (193) in the range of 15%, medgrade, af and whisker full load ranging between 18% - 78%",coefficient of linear thermal expansion (clte) iso 11359-1/-2 normal (e-6/k),property,medium,,,,exact value only
25707,"hffr, polycarbonate, with ac =17.94",electric strength iec 60243-1 (kv/mm),property,17.94,16.15,19.73,,banded (value +/- band)
25711,"amcel grade with 13.64 ac, and tensile imp of minimum 488",electric strength iec 60243-1 (kv/mm),property,13.64,12.28,15.0,,banded (value +/- band)
25711,"amcel grade with 13.64 ac, and tensile imp of minimum 488",tensile impact strength,ul_property,,488.0,,,open lower (>= min)
25712,cl high mi and sh a,melt mass-flow rate iso 1133 (g/10min),property,high,,,,exact value only
25712,cl high mi and sh a,shore a hardness iso 48-4 / iso 868 15s,property,high,,,,exact value only
25713,"moldingshrinkage,parallel=average, density from 536 to 958kg/mÃ‚Â³, high mv, non filled",density iso 1183 (kg/mÂ³),property,,536.0,958.0,kg/mÂ³,explicit range
25713,"moldingshrinkage,parallel=average, density from 536 to 958kg/mÃ‚Â³, high mv, non filled","molding shrinkage iso 294-4, 2577 parallel (%)",property,average,,,,exact value only
25718,grade with a =44.66,shore a hardness iso 48-4 / iso 868 15s,property,44.66,40.19,49.13,,banded (value +/- band)
25720,celcon loi=27.1,oxygen index iso 4589-1/-2 (%),property,27.1,24.39,29.81,,banded (value +/- band)
25722,suitability f-1 long term heat aging,outdoor suitability,ul_property,f1,,,,exact value only
25726,litepol d 41; a (7.23),shore d hardness iso 48-4 / iso 868 15s,property,41.0,36.9,45.1,,banded (value +/- band)
25726,litepol d 41; a (7.23),shore a hardness iso 48-4 / iso 868 15s,property,7.23,6.51,7.95,,banded (value +/- band)
25727,mouldshrinkagenormal=average and aramide fiber and long carbon fiber,"molding shrinkage iso 294-4, 2577 normal (%)",property,average,,,,exact value only
25728,"nylon 6,12 mold shrinkage md (excellent), anti-heat","molding shrinkage iso 294-4, 2577 parallel (%)",property,excellent,,,,exact value only
25730,polyoxymethylene dtul =236 Ã‚Â°c pa 6-6,temperature of deflection under load,property,236.0,212.4,259.6,Â°c,banded (value +/- band)
25736,looking for a thermoplastic elastomer long fibre aramidfiber with combined fill 83 with highest mv,melt volume-flow rate iso 1133 (cmÂ³/10min),property,highest,,,,exact value only
25737,nylon 66-6 with sh d 46,shore d hardness iso 48-4 / iso 868 15s,property,46.0,41.4,50.6,,banded (value +/- band)
25738,need a grade with a hot wire = plc 1,hot wire ignition (hwi),ul_sub_property,plc 1,,,,exact value only
25738,need a grade with a hot wire = plc 1,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
25743,looking for a polyamide full load upto 38% with average clte,coefficient of linear thermal expansion (clte),property,average,,,,exact value only
25749,"get high density polyethylene material with the condition, maximum service temperature >= 116",maximum service temperature (Â°c),property,,116.0,,,open lower (>= min)
25750,pa 6/10 blow moulding grade that is gwf index: 874kelvin between 541 - 1181,glow wire flammability index,ul_sub_property,874.0,541.0,1181.0,kelvin,banded (value +/- band)
25750,pa 6/10 blow moulding grade that is gwf index: 874kelvin between 541 - 1181,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
25753,cut of 95Ã‚Â°c polyether,continuous service temperature iec 60216-1 (Â°c),property,95.0,85.5,104.5,Â°c,banded (value +/- band)
25757,cross-link strain at break 5 mm/min more than or eaual to 219%,tensile strain at break iso 527-1/-2 5mm/min (%),property,,219.0,,%,open lower (>= min)
25758,23.03soft,shore a hardness iso 48-4 / iso 868 15s,property,23.03,20.73,25.33,,banded (value +/- band)
25759,"looking for a nylon 6t,66 long glass fibre and long carbon fiber with dtul of 220 Ã‚Â°c",temperature of deflection under load,property,220.0,198.0,242.0,Â°c,banded (value +/- band)
25760,strong - tensile strength astm d 3039 m tape 0Ã‚Â° (mpa) grade,tensile strength astm d 3039 m tape 0Â° (mpa),property,strong,,,,exact value only
25761,eva with 94.04mi,melt mass-flow rate iso 1133 (g/10min),property,94.04,84.64,103.44,,banded (value +/- band)
25765,"molding shrinkage, parallel: weak nylon 66,6","molding shrinkage iso 294-4, 2577 parallel (%)",property,weak,,,,exact value only
25771,soft: low with excellent non-halogenated,shore a hardness iso 48-4 / iso 868 15s,property,low,,,,exact value only
25772,"low wear service temperature short term - 4.95e+08 Ã‚Â°c pa 6t,66 double shot moulding",continuous service temperature iec 60216-1 (Â°c),property,4.95e+08,4.46e+08,5.45e+08,Â°c,banded (value +/- band)
25773,relative thermal index mechanical 140 Ã‚Â°c between 119 to 173 specification for cp e5101,relative thermal index - mechanical strength (rti str) (Â°c),ul_sub_property,140.0,119.0,173.0,Â°c,banded (value +/- band)
25773,relative thermal index mechanical 140 Ã‚Â°c between 119 to 173 specification for cp e5101,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
25775,"elongation at break, perpendicular = strong and hydrolysis",elongation at break iso 527-1/-2 or iso 37 perpendicular (%),property,strong,,,,exact value only
25780,grade with sh d =75,shore d hardness iso 48-4 / iso 868 15s,property,75.0,67.5,82.5,,banded (value +/- band)
25781,heat tolerant df1586 pa extrusion - other,dissipation factor,property,1586.0,1427.4,1744.6,,banded (value +/- band)
25783,pellet size tensile creep modulus at 1h greater than or equal to 9843 mpa,tensile creep modulus iso 899-1 1h (mpa),property,,9843.0,,mpa,open lower (>= min)
25788,"nylfor grade with lossangle100hz=moderate, and comparative tracking index rating - plc-5",comparative tracking index (cti),ul_property,plc 5,,,,exact value only
25788,"nylfor grade with lossangle100hz=moderate, and comparative tracking index rating - plc-5",dissipation factor iec 62631-2-1 100hz (e-4),property,moderate,,,,exact value only
25798,"charpy notched impact strength: highest, volume resistivity - 1.00e+15 ohm.m, lead-free reflow solderable, unfilled",volume resistivity iec 62631-3-1 (ohm.m),property,1.00e+15,9.02e+14,1.10e+15,ohm.m,banded (value +/- band)
25798,"charpy notched impact strength: highest, volume resistivity - 1.00e+15 ohm.m, lead-free reflow solderable, unfilled",charpy notched impact strength,property,highest,,,,exact value only
25805,"fr dimensional, precise 0.65 % pa 6-10 double shot moulding",molding shrinkage,property,0.65,0.59,0.72,%,banded (value +/- band)
25810,"sh a (72.27), 15.09 loi",shore a hardness iso 48-4 / iso 868 15s,property,72.27,65.04,79.5,,banded (value +/- band)
25810,"sh a (72.27), 15.09 loi",oxygen index iso 4589-1/-2 (%),property,15.09,13.58,16.6,,banded (value +/- band)
25813,"get pa6,6 material with the condition, elongational stress f = moderate",elongational stress f iso 21304-2 150/10 (mpa),property,moderate,,,,exact value only
25819,average flex mod or izod notched impact or lowest mfr and mv,flexural modulus,property,average,,,,exact value only
25819,average flex mod or izod notched impact or lowest mfr and mv,izod notched impact strength,property,average,,,,exact value only
25819,average flex mod or izod notched impact or lowest mfr and mv,melt mass-flow rate iso 1133 (g/10min),property,lowest,,,,exact value only
25819,average flex mod or izod notched impact or lowest mfr and mv,melt volume-flow rate iso 1133 (cmÂ³/10min),property,lowest,,,,exact value only
25820,temperature resistance: high or vicat softening temperature at 50Ã‚Â°c/h 50n of approx 248 Ã‚Â°c,vicat softening temperature iso 306 50Â°c/h 50n (Â°c),property,248.0,223.2,272.8,Â°c,banded (value +/- band)
25820,temperature resistance: high or vicat softening temperature at 50Ã‚Â°c/h 50n of approx 248 Ã‚Â°c,continuous service temperature iec 60216-1 (Â°c),property,high,,,,exact value only
25824,polyamide 6/6 with tg (-69 Ã‚Â°c) hdt 299Ã‚Â°c,glass transition temperature iso 11357-1/-3 10Â°c/min (Â°c),property,-69.0,-75.9,-62.1,Â°c,banded (value +/- band)
25824,polyamide 6/6 with tg (-69 Ã‚Â°c) hdt 299Ã‚Â°c,temperature of deflection under load,property,299.0,269.1,328.9,Â°c,banded (value +/- band)
25849,puncture maximum force minimum 2610n acrylonitrile-butadiene-styrene,puncture - maximum force iso 6603-2 23Â°c (n),property,,2610.0,,n,open lower (>= min)
25850,"impact resistant, polyethylene terephthalate, with effectivethermaldiffusivity=average",effective thermal diffusivity,property,average,,,,exact value only
25851,need a grade with a high voltage arc resistivity to ignition of plc 3,arc resistance,ul_property,plc 3,,,,exact value only
25857,density1076.05 grade,density iso 1183 (kg/mÂ³),property,1076.05,968.44,1183.65,,banded (value +/- band)
25862,mi - high and elect diss,melt mass-flow rate iso 1133 (g/10min),property,high,,,,exact value only
25863,"stirofor grade with youngmodulus=high, and flammability rating v-1",tensile modulus,property,high,,,,exact value only
25863,"stirofor grade with youngmodulus=high, and flammability rating v-1",flame rating,ul_sub_property,v-1,,,,exact value only
25863,"stirofor grade with youngmodulus=high, and flammability rating v-1",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
25867,"redugloss, nylon 10/10, with yield elongation 50 mm/min max 57 %",tensile strain at yield iso 527-1/-2 50mm/min (%),property,,,57.0,%,open upper (<= max)
25877,dtul: low and antistatic,temperature of deflection under load,property,low,,,,exact value only
25882,"strong - izod notch impact,  linear expansion factor (parallel) (average)",izod notched impact strength,property,strong,,,,exact value only
25882,"strong - izod notch impact,  linear expansion factor (parallel) (average)",coefficient of linear thermal expansion (clte) iso 11359-1/-2 parallel (e-6/k),property,average,,,,exact value only
25883,fo tangent delta 1mhz = average; n tenile impact = average,dissipation factor iec 62631-2-1 1mhz (e-4),property,average,,,,exact value only
25883,fo tangent delta 1mhz = average; n tenile impact = average,tensile notched impact strength iso 8256/1 23Â°c (kj/mÂ²),property,average,,,,exact value only
25904,hmw-pe d - 82 lcpa,shore d hardness iso 48-4 / iso 868 15s,property,82.0,73.8,90.2,,banded (value +/- band)
25907,"tape tens mod =moderate, limiting oxygen - 30.37 %, low emissions, cft metal",oxygen index iso 4589-1/-2 (%),property,30.37,27.33,33.41,%,banded (value +/- band)
25907,"tape tens mod =moderate, limiting oxygen - 30.37 %, low emissions, cft metal",tensile modulus astm d 3039 m tape 0Â° (mpa),property,moderate,,,,exact value only
25911,gur flow - excellent; ball indentation hardness iso 2039-1 h 358/30 (mpa): strong,melt mass-flow rate iso 1133 (g/10min),property,excellent,,,,exact value only
25911,gur flow - excellent; ball indentation hardness iso 2039-1 h 358/30 (mpa): strong,ball indentation hardness iso 2039-1 h 358/30 (mpa),property,strong,,,,exact value only
25912,vamac loi (excellent),oxygen index iso 4589-1/-2 (%),property,excellent,,,,exact value only
25916,"mv = 172.15 cmÃ‚Â³/10min, mvr = 11.66cmÃ‚Â³/10min",melt volume-flow rate iso 1133 (cmÂ³/10min),property,172.15,154.94,189.37,cmÂ³/10min,banded (value +/- band)
25916,"mv = 172.15 cmÃ‚Â³/10min, mvr = 11.66cmÃ‚Â³/10min",melt volume-flow rate iso 1133 (cmÂ³/10min),property,11.66,10.49,12.83,cmÂ³/10min,banded (value +/- band)
25918,u.v. stabilised dk 1mhz (strong) pa 6-6 fiber spinning,relative permittivity iec 62631-2-1 1mhz,property,strong,,,,exact value only
25922,"celanex grade with clte (transverse direction) greater than 178, and hai of plc1",coefficient of linear thermal expansion (clte) iso 11359-1/-2 normal (e-6/k),property,,178.0,,,open lower (>= min)
25922,"celanex grade with clte (transverse direction) greater than 178, and hai of plc1",high-current arc ignition (hai),ul_sub_property,plc 1,,,,exact value only
25922,"celanex grade with clte (transverse direction) greater than 178, and hai of plc1",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
25927,stp shore a hardness = highest; low unnotched charpy,shore a hardness iso 48-4 / iso 868 15s,property,highest,,,,exact value only
25927,stp shore a hardness = highest; low unnotched charpy,charpy impact strength,property,low,,,,exact value only
25937,continuous service temperature =4.56e+08Ã‚Â°c semi aromatic polyamide to buy in manama,continuous service temperature iec 60216-1 (Â°c),property,4.56e+08,4.11e+08,5.02e+08,Â°c,banded (value +/- band)
25944,charpy notched = highest + flex modulus of 4417megapascal around 20% range,flexural modulus,property,4417.0,3533.6,5300.4,megapascal,banded (value +/- band)
25944,charpy notched = highest + flex modulus of 4417megapascal around 20% range,charpy notched impact strength,property,highest,,,,exact value only
25947,rigidity=standard and burst strength greater than or equal to 184kn/m excellent static with cft full load max 67,tear strength iso 34-1 normal (kn/m),property,,184.0,,kn/m,open lower (>= min)
25947,rigidity=standard and burst strength greater than or equal to 184kn/m excellent static with cft full load max 67,flexural modulus,property,standard,,,,exact value only
25949,strain at break 50 mm/min good lowemiss,tensile strain at break iso 527-1/-2 50mm/min (%),property,good,,,,exact value only
25951,flamerating v-0 specification for frianyl a3 gf25 x v0,flame rating,ul_sub_property,v-0,,,,exact value only
25951,flamerating v-0 specification for frianyl a3 gf25 x v0,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
25953,flexible good charpy impact strength (notch) - 6.10e+08 recycle gf 8% / longcarbonfiber 44%,charpy notched impact strength,property,6.10e+08,5.49e+08,6.71e+08,,banded (value +/- band)
25953,flexible good charpy impact strength (notch) - 6.10e+08 recycle gf 8% / longcarbonfiber 44%,flexural modulus,property,good,,,,exact value only
25959,ac = 32.45 kv/mm sbs,electric strength iec 60243-1 (kv/mm),property,32.45,29.21,35.7,kv/mm,banded (value +/- band)
25962,"nylon maximum of yield stress 1944mpa, low warp",tensile stress at yield iso 527-1/-2 50mm/min (mpa),property,,,1944.0,mpa,open upper (<= max)
25964,polypropylene with mfr219.17 emod-22303,melt mass-flow rate iso 1133 (g/10min),property,219.17,197.25,241.09,,banded (value +/- band)
25964,polypropylene with mfr219.17 emod-22303,tensile modulus,property,22303.0,20072.7,24533.3,,banded (value +/- band)
25968,ac = strong light stabilised,electric strength iec 60243-1 (kv/mm),property,strong,,,,exact value only
25972,fa bpt >= 183,ball pressure test,ul_property,,183.0,,,open lower (>= min)
25979,lowest loss angle at 100hz and strain yield 50 mm/min or effective thermal diffusivity iso 22007-4 through plane (mÃ‚Â²/s) of 2.17e-07,effective thermal diffusivity iso 22007-4 through plane (mÂ²/s),property,2.17e-07,1.95e-07,2.39e-07,,banded (value +/- band)
25979,lowest loss angle at 100hz and strain yield 50 mm/min or effective thermal diffusivity iso 22007-4 through plane (mÃ‚Â²/s) of 2.17e-07,dissipation factor iec 62631-2-1 100hz (e-4),property,lowest,,,,exact value only
25979,lowest loss angle at 100hz and strain yield 50 mm/min or effective thermal diffusivity iso 22007-4 through plane (mÃ‚Â²/s) of 2.17e-07,tensile strain at yield iso 527-1/-2 50mm/min (%),property,lowest,,,,exact value only
25987,teflon high arc ignition plc0,high-current arc ignition (hai),ul_sub_property,plc 0,,,,exact value only
25987,teflon high arc ignition plc0,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
25995,"green, polyamide 66, with charpy impact strength (notch) <= 73kj/mÃ‚Â²",charpy notched impact strength,property,,,73.0,kj/mÂ²,open upper (<= max)
25996,standard - tensile stress at break at 5mm/min and thermal conductivity (moderate),tensile stress at break iso 527-1/-2 5mm/min (mpa),property,standard,,,,exact value only
25996,standard - tensile stress at break at 5mm/min and thermal conductivity (moderate),thermal conductivity,property,moderate,,,,exact value only
25998,polyphthalamide with mfr = 218.33,melt mass-flow rate iso 1133 (g/10min),property,218.33,196.5,240.16,,banded (value +/- band)
26002,nylon 6/10 with soft34.93,shore a hardness iso 48-4 / iso 868 15s,property,34.93,31.44,38.42,,banded (value +/- band)
26003,avoid static build up melting temperature - lowest polyamide 10/10 transfer moldable,melting temperature iso 11357-1/-3 10Â°c/min (Â°c),property,lowest,,,,exact value only
26007,pa6t-6i melt blown grade that is outdoor suitability - f-2,outdoor suitability,ul_property,f2,,,,exact value only
26012,"increased thermal conductivity, polybutylene terephthalate, with mi - 112.17 g/10min",melt mass-flow rate iso 1133 (g/10min),property,112.17,100.95,123.39,g/10min,banded (value +/- band)
26015,talcoprene di strength maximum 56 kv/mm,dielectric strength,ul_property,,,56.0,kv/mm,open upper (<= max)
26017,highest - emod and anti heat,tensile modulus,property,highest,,,,exact value only
26019,looking for a thermoplastic polyurethane cfr/gf 34% / glass fiber 37% with ac - excellent,electric strength iec 60243-1 (kv/mm),property,excellent,,,,exact value only
26020,strong elongational stress f iso 21304-2 150/10 (mpa) and thermal conductive tangent delta: 3365 e-4 of +/-10% range,dissipation factor,property,3365.0,3028.5,3701.5,e-4,banded (value +/- band)
26020,strong elongational stress f iso 21304-2 150/10 (mpa) and thermal conductive tangent delta: 3365 e-4 of +/-10% range,elongational stress f iso 21304-2 150/10 (mpa),property,strong,,,,exact value only
26020,strong elongational stress f iso 21304-2 150/10 (mpa) and thermal conductive tangent delta: 3365 e-4 of +/-10% range,thermal conductivity,property,strong,,,,exact value only
26028,rti electrical 83 at 2.2mm,relative thermal index - electrical (rti elec) (Â°c),ul_sub_property,83.0,74.7,91.3,,banded (value +/- band)
26028,rti electrical 83 at 2.2mm,minimum thickness (mm),ul_property,2.2,,,mm,exact value only
26030,a=28.52 polyoxymethylene (acetal),shore a hardness iso 48-4 / iso 868 15s,property,28.52,25.67,31.37,,banded (value +/- band)
26036,"polyacetal elongation at break 5 mm/min 207-448%, friction",tensile strain at break iso 527-1/-2 5mm/min (%),property,,207.0,448.0,%,explicit range
26037,service temperature short term 113 and high impact grade medium flow and sr with un filled,continuous service temperature iec 60216-1 (Â°c),property,113.0,101.7,124.3,,banded (value +/- band)
26037,service temperature short term 113 and high impact grade medium flow and sr with un filled,melt mass-flow rate iso 1133 (g/10min),property,medium,,,,exact value only
26037,service temperature short term 113 and high impact grade medium flow and sr with un filled,surface resistivity iec 62631-3-2 (ohm),property,medium,,,,exact value only
26040,"environmentally friendly, pps, with flex str = moderate",flexural strength,property,moderate,,,,exact value only
26042,sofprene dtul = 75 Ã‚Â°c,temperature of deflection under load,property,75.0,67.5,82.5,Â°c,banded (value +/- band)
26044,mi (193.5 g/10min) or 287 dtul,melt mass-flow rate iso 1133 (g/10min),property,193.5,174.15,212.85,g/10min,banded (value +/- band)
26044,mi (193.5 g/10min) or 287 dtul,temperature of deflection under load,property,287.0,258.3,315.7,,banded (value +/- band)
26051,5va flameclassification @ 1.2mm,flammability classification,ul_sub_property,5va,,,,exact value only
26051,5va flameclassification @ 1.2mm,minimum thickness (mm),ul_property,1.2,,,mm,exact value only
26062,products with mfr = 71.1,melt mass-flow rate iso 1133 (g/10min),property,71.1,63.99,78.21,,banded (value +/- band)
26068,"pip grade with break elongation 50 mm/min maximum 456 %, and relative thermal index strength (114) within 30% range",tensile strain at break iso 527-1/-2 50mm/min (%),property,,,456.0,%,open upper (<= max)
26068,"pip grade with break elongation 50 mm/min maximum 456 %, and relative thermal index strength (114) within 30% range",relative thermal index - mechanical strength (rti str) (Â°c),ul_sub_property,114.0,79.8,148.2,,banded (value +/- band)
26068,"pip grade with break elongation 50 mm/min maximum 456 %, and relative thermal index strength (114) within 30% range",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
26070,"get uhmw-pe material with the condition, izod impact strength unnotched =standard",izod impact strength,property,standard,,,,exact value only
26071,nylon 66/6 mfr = 299.34 g/10min styrene-butadiene-styrene,melt mass-flow rate iso 1133 (g/10min),property,299.34,269.41,329.27,g/10min,banded (value +/- band)
26074,"excellent strain at yield 50 mm/min or break strain 5mm/min, high reduced gloss",tensile strain at yield iso 527-1/-2 50mm/min (%),property,excellent,,,,exact value only
26074,"excellent strain at yield 50 mm/min or break strain 5mm/min, high reduced gloss",tensile strain at break iso 527-1/-2 5mm/min (%),property,excellent,,,,exact value only
26075,polyamide 6-10 mucell grade that is hot wire ignition (hwi) plc-0 at 0.5mm,hot wire ignition (hwi),ul_sub_property,plc 0,,,,exact value only
26075,polyamide 6-10 mucell grade that is hot wire ignition (hwi) plc-0 at 0.5mm,minimum thickness (mm),ul_property,0.5,,,mm,exact value only
26091,plc 0 voltage arc tracking rate inclined plane: 2.47kv between 1.86-3.6,high voltage arc tracking rate (hvtr),ul_property,plc 0,,,,exact value only
26091,plc 0 voltage arc tracking rate inclined plane: 2.47kv between 1.86-3.6,inclined-plane tracking,ul_property,2.47,1.86,3.6,kv,banded (value +/- band)
26097,thermoplastic elastomer di strength between 18 and 41 kv/mm,dielectric strength,ul_property,,18.0,41.0,kv/mm,explicit range
26099,impact modification elongational stress f iso 21304-2 150/10 (mpa) greater than or equal to 0.18 polyphthalamide injection,elongational stress f iso 21304-2 150/10 (mpa),property,,0.18,,,open lower (>= min)
26105,grades that have out door durability (f1),outdoor suitability,ul_property,f1,,,,exact value only
26106,"nylon 10,10 good fiber volume content or shore a hardness, low wear / low friction",fiber volume content iso 11667 (%),property,good,,,,exact value only
26106,"nylon 10,10 good fiber volume content or shore a hardness, low wear / low friction",shore a hardness iso 48-4 / iso 868 15s,property,good,,,,exact value only
26108,liquid crystal polymer with 41.7 sh a sr: 6.35e+16 ohm,shore a hardness iso 48-4 / iso 868 15s,property,41.7,37.53,45.87,,banded (value +/- band)
26108,liquid crystal polymer with 41.7 sh a sr: 6.35e+16 ohm,surface resistivity iec 62631-3-2 (ohm),property,6.35e+16,5.71e+16,6.98e+16,ohm,banded (value +/- band)
26111,sustainability good effective thermal diffusivity iso 22007-4 crossflow (mÃ‚Â²/s) or izod unnotched impact ldpe compmold,effective thermal diffusivity iso 22007-4 crossflow (mÂ²/s),property,good,,,,exact value only
26111,sustainability good effective thermal diffusivity iso 22007-4 crossflow (mÃ‚Â²/s) or izod unnotched impact ldpe compmold,izod impact strength,property,good,,,,exact value only
26118,"excellent - cut, df 1mhz - 3705e-4, low viscosity, short fiber aramidfiber",dissipation factor iec 62631-2-1 1mhz (e-4),property,3705.0,3334.5,4075.5,e-4,banded (value +/- band)
26118,"excellent - cut, df 1mhz - 3705e-4, low viscosity, short fiber aramidfiber",continuous service temperature iec 60216-1 (Â°c),property,excellent,,,,exact value only
26121,pibiter effective thermal diffusivity iso 22007-4 through plane (mÃ‚Â²/s) (9.30e-08); tensile strain at break 50mm/min min 99%,effective thermal diffusivity iso 22007-4 through plane (mÂ²/s),property,9.30e-08,8.40e-08,1.02e-07,,banded (value +/- band)
26121,pibiter effective thermal diffusivity iso 22007-4 through plane (mÃ‚Â²/s) (9.30e-08); tensile strain at break 50mm/min min 99%,tensile strain at break iso 527-1/-2 50mm/min (%),property,,99.0,,%,open lower (>= min)
26127,flame rate v-o 3.5mm thick.,flame rating,ul_sub_property,v-0,,,,exact value only
26127,flame rate v-o 3.5mm thick.,minimum thickness (mm),ul_property,3.5,,,mm,exact value only
26129,deterres f-4 and high voltage rate (plc3) grade,detergent resistance,ul_property,f4,,,,exact value only
